company,description,location,title,salary,job site
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$90,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$92,143 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$92,143 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$92,143 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$92,628 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$93,494 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$93,600 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$95,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$95,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$95,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$95,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$95,000 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$97,500 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$97,500 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$97,500 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$97,500 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$97,500 ",Simplyhired
BSquared Consulting,8+ years of total data analyst experience required. Obtain data through advanced computerized models; extrapolate data patterns through advanced algorithms;â€¦,"Washington, DC",Data Analyst,"$100,000 ",Simplyhired
"Hala Systems, Inc","Experience building data entry, transformation, and loading pipelines for disparate data types. Experience with streaming architectures and patterns, includingâ€¦",Remote,Data Engineer,"$100,000 ",Simplyhired
"The Air-Conditioning, Heating, and Refrigeration Institute (AHRI)","With a focus on in-depth data analysis, data manipulation (ETL), modeling, and testing by using open-source tools/packages.","Arlington, VA",Data Scientist ,"$100,000 ",Simplyhired
competitive balance analytics,"Ideal candidates will also have experience in traditional data science (analyzing data) and more modern data science (AI, deep learning).",Remote,Data Engineer,"$100,000 ",Simplyhired
Red Dot Storage,"2+ years of experience as a data scientist, data analyst, or similar role. Successful applicants will be innovative, intellectually curious, and well versed inâ€¦","Louisville, CO",Data Scientist,"$100,000 ",Simplyhired
Excella,"Demonstrate understanding of relational databases, data architecture, and data modeling. Able to operationalize business questions using data.","Arlington, VA",Data Analyst,"$100,000.00 ",Simplyhired
Clarify Health Solutions.,Experience documenting ETL mappings and similar documents to provide data lineage and data transformation logic. Testing and QA of all steps of processing.,Remote,Data Analyst,"$100,000 ",Simplyhired
EpochGeo,"Our developers, analysts, and data scientists have a proven track record applying open-source innovative technology, data science, and actionable analytics toâ€¦","Washington, DCÂ +2 locations",Data Scientist ,"$100,000 ",Simplyhired
EpochGeo,"Our developers, analysts, and data scientists have a proven track record applying open-source innovative technology, data science, and actionable analytics toâ€¦","Washington, DCÂ +1 location",Data Scientist ,"$100,000 ",Simplyhired
"Luminoso Technologies, Inc","Communication and data presentation skills. Establish scalable, efficient, reproducible processes for large scale data analyses and model development.",Remote,Data Engineer,"$100,000 ",Simplyhired
Two Barrels,Recommend new data streams and ensure data integrity. Develop custom data models and algorithms to apply to data sets.,"Spokane, WA",Data Scientist,"$100,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$100,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$100,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$100,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$100,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$100,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$100,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$100,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$100,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$100,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$100,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$100,000 ",Simplyhired
Allstate,"Development of enterprise data assets, information platforms or data spaces designed for exploring and understanding the data.","Northbrook, IL",Data Engineer,"$103,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$103,000 ",Simplyhired
U.S. Bank,"Hands on experience working with large data sets, including statistical analysis, data cleansing/transformation, data visualization and data mining.","Palo Alto, CA",Data Analyst,"$103,615 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$103,615 ",Simplyhired
US National Cemetery Administration,"This includes formulating, amending, and verifying theoretical, statistical and empirical models and data from multiple application areas.","Washington, DC",Statistician,"$103,690 ",Simplyhired
National Security Agency,"Candidates for the NSA's Data Scientist roles are asked to complete a data science examination evaluating their knowledge of statistics, mathematics, andâ€¦","Fort Meade, MD",Data Scientist,"$103,690 ",Simplyhired
US Federal Trade Commission,"Applicants must have (1) year of specialized experience equivalent to the GS-12 level using data analysis tools (sql, python, R, etc) to build and execute dataâ€¦","Washington, DC",Data Analyst,"$103,690 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$103,690 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$103,690 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$103,690 ",Simplyhired
"Dfuse Technologies, Inc.","Demonstrated experience defining data flows, i.e., which parts of the organization generate data, which require data to function, how data flows are managed,â€¦","Arlington, VA",Data Scientist ,"$104,889 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$104,889 ",Simplyhired
IBM,"IBM provides you with the most comprehensive and consistent approach to development, security and operations across hybrid environmentsâ€”with complete softwareâ€¦","Tampa, FLÂ +27 locations",Data Scientist ,"$105,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$105,000 ",Simplyhired
McKinsey & Company,Deep understanding of data science principles and methodologies. You will build data science models using a variety of methodologies.,"Atlanta, GA",Data Scientist ,"$106,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$106,000 ",Simplyhired
Liberty Mutual Insurance,"Building predictive models using unstructured data such as free text, images, voice data. Workers compensation, general liability, and auto insurance data.","Seattle, WA",Data Scientist ,"$106,288 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$106,288 ",Simplyhired
ConserWater Technologies,Proficiency in processing and interpretation of data from various SAR sensors. Design SDK & API's for processing geospatial data sets at scale.,Remote,Data Scientist ,"$107,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$107,000 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$107,250 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$107,250 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$107,250 ",Simplyhired
General Dynamics Information Technology,"Mastery of SAS, R, and/or Python for data science (including machine learning). As a Data Science Advisor supporting CMS, you will be trusted to work on leadingâ€¦",Maryland,Data Scientist ,"$108,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$108,000 ",Simplyhired
Blucora,"Engage with the broader Data Science organization to support, refine, and test large scale data science projects. Strong Excel and data visualization skills.",Remote,Data Scientist ,"$108,883 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$108,883 ",Simplyhired
US Department of the Air Force - Agency Wide,"Provides expert technical direction for quality assurance/improvement of data. Highly skilled in the interpretation, evaluation and integration of nuclearâ€¦","Patrick Afb, FL",Statistician,"$109,618 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$109,618 ",Simplyhired
Utility Associates,Identify valuable data sources and automate the collection of data. Our plan is to build a data science team that will help us gain valuable insights fromâ€¦,"Decatur, GA",Data Scientist,"$110,000 ",Simplyhired
competitive balance analytics,Candidate must be experienced developing robust data processing and prediction solutions for production level applications.,Remote,Data Scientist ,"$110,000 ",Simplyhired
Innovyt,"In this role, you will work on some of the latest applications of data science to business. We are looking for candidates with minimum of 3-5 years ofâ€¦","San Jose, CAÂ +1 location",Data Scientist ,"$110,000 ",Simplyhired
Osso Capital,Experience with time series data. Help build and maintain an AWS-based infrastructure to translate data from vendors and our proprietary data collection systemsâ€¦,"New York, NY",Data Engineer,"$110,000 ",Simplyhired
Liberty Mutual Insurance,"Proficient with at least one language for data analysis and modeling, such as R, Python or SAS. Understand the competitive marketplace, business issues and dataâ€¦",Remote,Data Scientist ,"$110,000 ",Simplyhired
Cognizance Technologies,"Ability to analyze and report on complex data. Extremely strong hands-on Python, R and NLP tools with knowledge in Excel & VBA Skills,.",Remote,Data Scientist ,"$110,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$110,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$110,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$110,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$110,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$110,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$110,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$110,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$110,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$110,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$110,000 ",Simplyhired
Brilliant Infotech,"Solid experience performing data science from data discovery, cleaning, model selection, validation, and deployment; experience coding artificial intelligenceâ€¦","Ewing, NJ",Data Scientist,"$111,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$111,000 ",Simplyhired
Indeed,"Industry experience in a report development, data science, business analytics, business intelligence or comparable data engineering role, including dataâ€¦",Remote,Data Analyst,"$113,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$113,000 ",Simplyhired
Allstate,Can analyze data and review analysis from others and identify and resolve basic data issues. Standard knowledge in the use of data sources and applications toâ€¦,"Northbrook, IL",Data Scientist ,"$113,600 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$113,600 ",Simplyhired
"Amazon Web Services, Inc.","4+ years of industry experience in predictive modeling, data science, and analysis. Experience handling terabyte size datasets, diving into data to discoverâ€¦","Tallahassee, FLÂ +45 locations",Data Scientist ,"$114,700 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$114,700 ",Simplyhired
Catalyte,Building data ingestion pipelines to ensure timely and quality data into our Data Lake. Collaborating with our Data Science team on data and metrics.,Remote,Data Engineer,"$116,223 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$116,223 ",Simplyhired
"FireEye, Inc.","Develop, and manage data systems to ingest and process data at massive scale. As a Machine Learning Engineer on the Data Science team, you will design andâ€¦","New York, NYÂ +2 locations",Data Engineer,"$116,800 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$116,800 ",Simplyhired
"Stefanini, Inc",Build business cases for data science applications through collaboration with business leaders and subject matter experts.,"Greensboro, NC",Data Scientist ,"$117,000 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$117,000 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$117,000 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$117,000 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.","Santa Monica, CA",Data Analyst,"$117,000 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$117,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$117,000 ",Simplyhired
"Amazon Web Services, Inc.",Experience developing and managing data science platform and tools. Experience developing and managing data science platform and tools within AWS.,Remote,Data Scientist ,"$119,300 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$119,300 ",Simplyhired
Winwire Technologies,"Top 5 Must Haves: predictive modeling experience, good coding skills (Python, SAS, or SQL),. Minimum education requirement: master's degree in quantitativeâ€¦","Irvine, CA",Data Scientist,"$120,000 ",Simplyhired
Nousot,"Brainstorm, test, and optimize machine learning and data science solutions. A passion for solving problems with data. Experience with Python and SQL.",Remote,Data Engineer,"$120,000 ",Simplyhired
Hiatus,Work with engineering in pursuit of better data modeling and data quality. BigQuery for warehousing our data. SQL and Python for crunching data.,Remote,Data Analyst,"$120,000 ",Simplyhired
Atlas Executive Consulting,"Experience developing and maintaining enterprise-level, scalable data stores and data access platforms supporting analytics and data science solutions.","North Charleston, SCÂ +1 location",Data Scientist ,"$120,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$120,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$120,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$120,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$120,000 ",Simplyhired
"Insight Enterprises, Inc.",Understanding of data science techniques and MLOps. Proven experience leading the design and implementation of enterprise-scale data solutions.,"Atlanta, GAÂ +2 locations",Data Scientist ,"$125,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$125,000 ",Simplyhired
Photon Infotech,"Skill nice to have: Cloud (particularly AWS) experience. Job Types: Full-time, Contract. Temporarily due to COVID-19.","New York, NY",Data Engineer,"$125,325 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Analyst,"$125,325 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Scientist,"$126,750 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Scientist,"$126,750 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Scientist,"$126,750 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Scientist,"$126,750 ",Simplyhired
Liberty Mutual Insurance,"Develop expertise in products requiring price segmentation and in available analytic data. High-level knowledge of data sources, tools, and the business (lines,â€¦",RemoteÂ +2 locations,Data Scientist ,"$126,901 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Scientist,"$126,901 ",Simplyhired
Telesis,Transform and convert data streams into structures needed for algorithm input. They will collaborate with Data Scientists to design tools to train machineâ€¦,"Tampa, FL",Data Engineer,"$130,000 ",Simplyhired
Delaware Nation Industries,Work with social science researchers to identify relevant data needs for policy-oriented research purposes. Contribute to and help maintain data structure for aâ€¦,"Washington, DCÂ +1 location",Data Scientist,"$130,000 ",Simplyhired
Generally Intelligent,Gain real exposure to deep learning research. Take time to develop a deep understanding of what makes neural networks actually work by reading papers and theâ€¦,"San Francisco, CA",Data Scientist,"$130,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Scientist,"$130,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Scientist,"$130,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Scientist,"$130,000 ",Simplyhired
The IHC Group,"Manage data science team and support multiple projects collaboratively. 3+ years of experience in a data science role, building predictive algorithms and dataâ€¦","Philadelphia, PA",Data Scientist ,"$135,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Scientist,"$135,000 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Scientist,"$136,500 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Scientist,"$136,500 ",Simplyhired
Indeed,"Experience building and/or pulling data using SQL. Work alongside other data scientists and software engineers to expand Indeed's catalog of tools, techniques,â€¦",Remote,Data Engineer,"$138,000 ",Simplyhired
Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,Remote,Data Scientist,"$138,000 ",Simplyhired
