,title,jobtype,description,location,salary,job site
1683,Data Analyst ,Remote,"3+ years’ hands-on experience in digital data analytics related roles, experience in analyzing large data set.Health benefits and 401K offered.",Remote•Remote,,Indeed
1684,Data Analyst ,,"Experience with statistical analysis/data science.Own the aggregation and reporting of manufacturing systems data, including – MES data, Shop floor trend data,…","Redmond, WA",,Indeed
1685, Data Scientist,Remote,"Lead RDNA's data strategy including data storage, data modeling, data engineering for use in analytics, data process automation, and business continuity.",Maryland•Remote,"$165,000.00 ",Indeed
1686,Data Engineer,,The marketing and data science team requires an experienced and all-purpose data engineer to architect and manage a data warehouse (e.g. a datalake) along with…,"Philadelphia, NY",,Indeed
1687,Data Scientist,,Integrate internal data with external data sources and APIs to discover and implement actionable insights.Strong data cleaning and preparation skills.,"Rockville, MD 20852",,Indeed
1688, Data Engineer,,,"San Diego, CA",,Indeed
1689,Data Engineer,Remote,"Candidate responsibilities will be ranging from data engineering and machine learning, to data visualization and dashboard builds in Shiny App.",Remote•Remote,,Indeed
1690,Data Engineer,Remote,Create data tools for data science and BI teams to assist them in building and optimizing our product into an innovative industry leader.,New York State•Remote,,Indeed
1691,Data Scientist,Remote,Conduct data analysis tasks in conjunction with client data SMEs.This position requires the applicant to parse disparate data sources to find the patterns and…,United States+1 location•Remote,,Indeed
1692,Data Scientist,,"2-3 years work experience developing data science projects.Execute on end-to-end data science projects (ideation, data engineering, modeling, interpretation,…","New York, NY 10019 (Midtown area)",,Indeed
1693,Postdoctoral Researcher,,Individuals with skills and knowledge relevant to some of the following topics are encouraged to apply: energy resource planning & optimization; modeling of…,"Princeton, NJ 08544",,Indeed
1694,Data Scientist,Remote,"Expert knowledge in data analysis and preparation, including experience with very large data sets (requiring big-data techniques) and sparse or poor-quality…",Remote•Remote,"$123,000.00 ",Indeed
1695,Data Scientist,,Experience of working with common relational and/or nonrelational databases and common web data and social data sources.At least 18 years of age.,"Overland Park, KS 66251+1 location",,Indeed
1696,Data Scientist,,"You will work closely with other data scientists, engineers and partners across Marketing, Sales and R&D to derive insights from diverse data sources, help the…","Pleasanton, CA",,Indeed
1697,Data Science professor,,"EDUCATION: Bachelor’s or Master's degree in computer science, data science, mathematics, industrial engineering or a related field.","Jacksonville, FL 32225 (Regency area)",,Indeed
1698,Data Scientist,Remote,Design and develop data analytics system for networking telemetry and configuration data;Qualification: Bachelors’ degree in Computer Science or a related…,"Menlo Park, CA•Remote",,Indeed
1699,Data Analyst ,,"Analyze data processes in documentation.Research in IBIIS and AIMI enables improving health by advancing the clinical and basic sciences in radiology, while…","Stanford, CA",,Indeed
1700,Data Scientist,,"The Product Operations Data team drives strategic initiatives for better data collection and reporting, ensure data integrity across multiple data sources, and…","Santa Clara Valley, CA 95014",,Indeed
1701,Data Analyst ,,"As a Data Scientist, you will support the Surface Mining Division in matters related to data science, analytics and digitalization, including driving and…","Garland, TX",,Indeed
1702,Data Scientist,,Present information using data visualisation techniques.Undertake preprocessing of structured and unstructured data.Combine models through ensemble modelling.,"Dallas, TX 75201+7 locations (Near East area)",,Indeed
1703,Data Scientist,,"2+ years of work experience in software engineering and data science.This role will require hybrid knowledge of software engineering and data science,…","San Francisco, CA 94108 (Financial District area)",,Indeed
1704,Data Scientist,Remote,Great skills in risk evaluation metrics development is a must as is significant experience in data ecosystems and data collection strategies.,"New York, NY•Remote",,Indeed
1705,Postdoctoral Researcher,,"Proficiency in Python language and data science packages (e.g., Numpy, Pandas, SciPy, Matplotlib).The Pacific Northwest National Laboratory (PNNL) seeks a post…","Richland, WA",,Indeed
1706,Data Engineer,Remote,"Development of enterprise data assets, information platforms or data spaces designed for exploring and understanding the data.","Northbrook, IL•Remote","$103,000.00 ",Indeed
1707,Data Engineer,,"Execute preliminary data exploration, data preparation steps and variable/algorithm selection as well as model development/validation and scoring.","Florida, MA",,Indeed
1708,Data Scientist,,"5+ years of hands-on software engineering and data science experience.We are full-stack developers (backend/frontend), “full-stack data” engineers (data…","San Francisco, CA","$165,000.00 ",Indeed
1709,Data Scientist,,6+ years of experience in data science related fields.Improve the understanding of data-driven product development across Uber.,"San Francisco, CA 94103 (South of Market area)",,Indeed
1710,Machine learning Engineer,,"We combine our one-of-a-kind data, our cloud-base ML pipeline, and the latest Deep Learning and Computer Vision research to improve existing products and create…","Bellevue, WA 98004 (Downtown area)",,Indeed
1711,Data Engineer,,"Experience with GPU technology, NVIDIA data science development stacks, and CUDA programming.High level of enthusiasm and a love of data, software development,…","Houston, TX 77010 (Downtown area)",,Indeed
1712,Data Analyst ,,"2+ years’ data analytics experience in a business context.You have that curious streak - want to investigate that data point, find that insight, understand how…","Seattle, WA 98119+1 location (Queen Anne area)",,Indeed
1713,Data Scientist,,"The goal is to apply the most effective computational methods, including structural modeling, machine learning, and data science techniques to advance our…","Thousand Oaks, CA",,Indeed
1714,Data Analyst ,,You will recommend the most efficient analytic strategies to acquire and accurately mensurate the data they require.Experience as a geospatial analyst.,"Springfield, VA",,Indeed
1715,Statistician,,"Program, document, and validate software code to execute data handling tasks, perform data analysis, and produce data visualization results.","Franklin Lakes, NJ",,Indeed
1716,Data Scientist,,Experience building and deploying high performance deep-learning models using either Tensorflow or PyTorch on significant complexity industrial/commercial data…,"Berkeley, CA 94704",,Indeed
1717,Statistician,,"Depending on need and the instructor’s background, assignments could be in mathematics, computer science, or statistics, and could include mathematics courses…","Greeley, CO 80639",,Indeed
1718,Data Scientist,,"Contribute to ongoing expansion of data science expertise and credentials by keeping up with industry best practices, developing new skills, and knowledge…","Minneapolis, MN",,Indeed
1719,Data Analyst ,,"Manage year-over-year Trade trackers and maintain historical Trade files, IFR data updates, process mapping and the team site.","East Hanover, NJ 07936",,Indeed
1720,Data Science professor,,"A Ph.D. degree in industrial engineering, systems engineering, data science, or a closely related field is required.","San Luis Obispo, CA 93407",,Indeed
1721, Data Scientist,,Maintains quality control and LC-MS-MS chromatographic data prior to release or results to physicians.Enters testing data and reviews chromatography and…,"San Diego, CA 92127",,Indeed
1722,Machine learning Engineer,,Experience with Python data science modules is preferred.Create tools to facilitate data analysis.You will work in an interdisciplinary team consists of…,"Stamford, CT 06902 (Downtown area)",,Indeed
1723,Data Engineer,,Experience with multi-billion record datasets and leading projects that span the disciplines of data science and data engineering.Must be 18 years or older.,"Stamford, CT",,Indeed
1724,Data Scientist,,"Demonstrated experience in leading data science, machine learning, or data engineering organizations with track records of delivering production ready data…","Brookfield, WI 53005",,Indeed
1725,Data Scientist,,Take broad business ideas and narrow them down into actionable data driven insights.Possess basic skills in SQL Proficient in Tableau or other data…,"Columbus, OH",,Indeed
1726,Data Engineer,,"Develop, implement, and optimize advanced data analyses.Demonstrated outstanding data analysis skills and proficiency in C/C++ and Python.","San Francisco Bay Area, CA",,Indeed
1727,Data Scientist,,"Define the instrumentation required for yielding sufficient data.Build analytic, visualization, and other information products with a drive to automate and…","Seattle, WA",,Indeed
1728, Data Scientist,,"We are seeking candidates with expertise in biostatistics and health data science at the level of Associate or Full Professor are preferred, but candidates at…","Portland, ME",,Indeed
1729,Data Scientist,,"Strong background in data science, mathematics, or computer science preferred.Experience with big data analytics solutions.","Washington, DC 20036 (Dupont Circle area)",,Indeed
1730,Statistician,,"This position involves a wide range of tasks including data management, programming and statistical analysis using both existing data and newly-collected data.","Ann Arbor, MI 48109",,Indeed
1731,Postdoctoral Researcher,,"The participant will strengthen their skills in data science, data analysis, and data visualization.Knowledge of environmental data and statistics.","Atlanta, GA 30329",,Indeed
1732,Data Scientist,,"Document data lineage across the full lifecycle (ILM) of information systems including data ingestion, data producing, data extraction, and data presentment…","Des Plaines, IL",,Indeed
1733,Data Analyst ,,"Participate in the data science product development review process, in particular implementing code review, testing, and data profiling of newly developed…",Remote,,Indeed
1734,Data Analyst,,"Complete projects that require data mining, analysis, and presentation.Focus on solutions, dive into projects, quickly identify drivers in the data.","Fort Wayne, IN 46818",,Indeed
1735,Data Scientist,,"Preparing data for analysis, working with data engineering team to create modeling dataset, assess completeness and quality of data, and perform feature…","Chicago, IL",,Indeed
1736,Data Scientist,,"Ability to utilize one or more common data science scripting languages (e.g. Python, R); experience with common frameworks for ML/AI (e.g. Scikit-Learn,…","Cleveland, OH 44114+15 locations (Downtown area)",,Indeed
1737,Postdoctoral Researcher,,"Recent peer-reviewed publications in computer science fields relevant to machine learning, big data analysis or high-performance computing.","Galveston, TX 77554","$36,000.00 ",Indeed
1738,Data Scientist,,Experience working with large federal health and/or life sciences clients.Build client relationships by developing and delivering strategic solutions for…,"Arlington, VA",,Indeed
1739,Postdoctoral Researcher,,"This level of knowledge is typically achieved through a formal education in at the PhD level in the physical sciences, computer science or engineering, or a…","Lemont, IL 60439",,Indeed
1740,Data Analyst ,,Experience with preparing large data sets for analysis.0-2 years of experience during coursework or as a data scientist in formal setting.,"Mountain View, CA 94041",,Indeed
1741,Statistician,,Responsibilities include data analyses and generation of figures for new grant applications and independently write analytical method sections relating to the…,"San Diego, CA",,Indeed
1742,Data Analyst ,,"Write SQL queries for reporting, ETL, and general data analysis.Queries range in complexity depending on use case, but often require querying relational data.","Philadelphia, PA 19107 (Washington Square area)","$75,000.00 ",Indeed
1743,Data Analyst ,Remote,"Transforms client requests into data deliverables to include data models, data mappings and data transformation.",Remote•Remote,,Indeed
1744, Data Scientist,Remote,"Knowledge of popular data science frameworks, tools and approaches (Python, R, Machine Learning).Build tools and provide technical guidance for a team of data…","Chicago, IL 60601 (The Loop area)•Remote",,Indeed
1745,Data Scientist,Remote,Experience working with and creating data architectures.You love maintaining the infrastructure for data and related services.,"San Francisco, CA•Remote",,Indeed
1746,Data Scientist,,"Undergraduate or higher degree in data science, statistics, computer science, or other relevant areas.The nova platform integrates data from hundreds of…","New York, NY",,Indeed
1747,Data Scientist,Remote,2-4 years experience in a data scientist or data analyst role in which you extracted meaning from big data sets with little engineering support.,"Brooklyn, NY 11201•Remote",,Indeed
1748,Data Scientist,,"Analyze data, and design and implement data science or machine learning solutions.Proven experience turning data into successful products.","Cambridge, MA 02141 (East Cambridge area)",,Indeed
1749,Data Scientist,Remote,Conduct data analysis tasks in conjunction with client data SMEs.This position requires the applicant to parse disparate data sources to find the patterns and…,United States+1 location•Remote,,Indeed
1750,Postdoctoral Researcher,,Job Description:The Quantitative Services Innovations Professional will assist in software development and operational support of a reconciliation and machine…,"Chicago, IL 60661 (West Loop Gate area)",,Indeed
1751,Data Engineer,,Label machine learning data from customers.Do post-process audits and write error reports on data and tasks.You will be working cross-functionally with Supply…,"St. Louis, MO",,Indeed
1752,Data Scientist,,"Strong Analytics Background, able to pull insightful data to drive decisions and improve product quality and customer experience.","Charlotte, NC",,Indeed
1753,Data Analyst ,,The Marketing & Customer Analytics Organization is comprised of data scientists and data analysts responsible for designing and executing analytical solutions…,"Seattle, WA","$89,895.00 ",Indeed
1754,Data Scientist,Remote,"Develop strategies around data cleaning, data structure, and data tagging.Design and build new data set processes for modeling, data mining, and production…","Bolingbrook, IL 60440•Remote",,Indeed
1755,Statistician,,"Analyze difficult statistics and other qualitative/quantitative data, particularly workforce data, FEVS data, survey data, retention, and retirement data.","Washington, DC 20415 (Foggy Bottom area)","$83,665.50 ",Indeed
1756,Data Scientist,,"As a Senior Data Scientist, you will be providing all the necessary technical expertise to architect, design, and model data including providing advanced and…","McLean, VA 22102",,Indeed
1757,Data Analyst ,Temporarily Remote,At least one year of experience supervising data analysts.Proficiency in navigating computer systems; ability to learn new data systems quickly and to comply…,"Long Island City, NY 11101•Temporarily Remote","$97,285.50 ",Indeed
1758,Data Scientist,,Collaborate with other data scientists and engineers to develop rigorous data-driven methods to support translational drug development.,"South San Francisco, CA 94080",,Indeed
1759,Statistician,,"Experience of pharma and the life sciences, with a comprehensive understanding of the R&D drug development lifecycleExcellent interpersonal skills.","Durham, NC 27703+1 location",,Indeed
1760,Data Scientist,Remote,"Develop data streams for gathering, aggregating, and processing raw data.The team works closely with Data Sciences and Data Platform teams to leverage the…","Baltimore, MD•Remote",,Indeed
1761,Statistician,,"Provide statistical recording of real time data during sporting events.Post in-game stats for various sports which include field hockey, football, golf,…","Oxford, OH",,Indeed
1762,Data Scientist,,"6 years of experience in data science, data analysis, data mining or other similar business functions.2 years of experience leading data science technical…","Richfield, MN 55423",,Indeed
1763,Data Analyst ,,"Must be hands-on on data analysis tools and frameworks such as Hive, Spark SQL or Python to analyze any amount of data to both solve business requirements and…","Hartford, CT+1 location",,Indeed
1764,Data Scientist,,"This person’s primary focus will be to develop, refine, deploy, and productionize impactful data science projects to business users.","Rosemont, IL 60018",,Indeed
1765,Data Scientist,,"Comfortable with the ambiguous; balancing data science and data art.Turn online data into sound E-commerce propositions, recommendations, and activations.",Remote,,Indeed
1766,Statistician,,Contributing to primary data collection.Advising on how data should be collected for engagements.Evaluates and analyzes data to determine relevance and…,"Washington, DC","$117,115.00 ",Indeed
1767, Data Scientist,,"You will be expected to represent Credit Risk Management team in the role of a credit data, credit risk modeling and data science/machine learning expert.","Bellevue, WA 98006 (Factoria area)",,Indeed
1768,Data Scientist,,"Create data pipelines for more efficient and repeatable data science projects.Prioritize, scope, and manage data science projects and the corresponding key…","Louisville, KY",,Indeed
1769,Machine learning Engineer,Remote,"Demonstrated knowledge of modern data science and data engineering orientated data pipeline management platforms, such as Amazon Redshift, Hadoop, Spark, or…",Remote•Remote,,Indeed
1770,Data Scientist,,"Foundation in data science, machine learning, and analytics, including statistical data analysis and A/B testing.","Santa Clara Valley, CA 95014",,Indeed
1771,Data Analyst ,,"Develop and implement data processing, including data curation and normalization.Based in our Elyria, OH location, you will directly support two major projects…","Elyria, OH",,Indeed
1772,Data Analyst ,Remote,"3+ years’ hands-on experience in digital data analytics related roles, experience in analyzing large data set.Health benefits and 401K offered.",Remote•Remote,,Indeed
1773,Data Analyst ,,"Experience with statistical analysis/data science.Own the aggregation and reporting of manufacturing systems data, including – MES data, Shop floor trend data,…","Redmond, WA",,Indeed
1774, Data Scientist,Remote,"Lead RDNA's data strategy including data storage, data modeling, data engineering for use in analytics, data process automation, and business continuity.",Maryland•Remote,"$165,000.00 ",Indeed
1775,Data Engineer,,The marketing and data science team requires an experienced and all-purpose data engineer to architect and manage a data warehouse (e.g. a datalake) along with…,"Philadelphia, NY",,Indeed
1776,Data Scientist,,Integrate internal data with external data sources and APIs to discover and implement actionable insights.Strong data cleaning and preparation skills.,"Rockville, MD 20852",,Indeed
1777, Data Engineer,,,"San Diego, CA",,Indeed
1778,Data Engineer,Remote,"Candidate responsibilities will be ranging from data engineering and machine learning, to data visualization and dashboard builds in Shiny App.",Remote•Remote,,Indeed
1779,Data Engineer,Remote,Create data tools for data science and BI teams to assist them in building and optimizing our product into an innovative industry leader.,New York State•Remote,,Indeed
1780,Data Scientist,Remote,Conduct data analysis tasks in conjunction with client data SMEs.This position requires the applicant to parse disparate data sources to find the patterns and…,United States+1 location•Remote,,Indeed
1781,Data Scientist,,"2-3 years work experience developing data science projects.Execute on end-to-end data science projects (ideation, data engineering, modeling, interpretation,…","New York, NY 10019 (Midtown area)",,Indeed
1782,Postdoctoral Researcher,,Individuals with skills and knowledge relevant to some of the following topics are encouraged to apply: energy resource planning & optimization; modeling of…,"Princeton, NJ 08544",,Indeed
1783,Data Scientist,Remote,"Expert knowledge in data analysis and preparation, including experience with very large data sets (requiring big-data techniques) and sparse or poor-quality…",Remote•Remote,"$123,000.00 ",Indeed
1784,Data Scientist,,"The data scientist role involves solving technical, data-driven Healthcare problems using computer science, mathematical, predictive modeling and statistical…","Chicago, IL",,Indeed
1785,Statistician,,Responsibilities include data analyses and generation of figures for new grant applications and independently write analytical method sections relating to the…,"San Diego, CA",,Indeed
1786,Data Analyst ,,"Write SQL queries for reporting, ETL, and general data analysis.Queries range in complexity depending on use case, but often require querying relational data.","Philadelphia, PA 19107 (Washington Square area)","$75,000.00 ",Indeed
1787,Data Analyst ,Remote,"Transforms client requests into data deliverables to include data models, data mappings and data transformation.",Remote•Remote,,Indeed
1788, Data Scientist,Remote,"Knowledge of popular data science frameworks, tools and approaches (Python, R, Machine Learning).Build tools and provide technical guidance for a team of data…","Chicago, IL 60601 (The Loop area)•Remote",,Indeed
1789,Data Scientist,Remote,Experience working with and creating data architectures.You love maintaining the infrastructure for data and related services.,"San Francisco, CA•Remote",,Indeed
1790,Data Scientist,,"Undergraduate or higher degree in data science, statistics, computer science, or other relevant areas.The nova platform integrates data from hundreds of…","New York, NY",,Indeed
1791,Data Scientist,Remote,2-4 years experience in a data scientist or data analyst role in which you extracted meaning from big data sets with little engineering support.,"Brooklyn, NY 11201•Remote",,Indeed
1792,Data Scientist,,"Analyze data, and design and implement data science or machine learning solutions.Proven experience turning data into successful products.","Cambridge, MA 02141 (East Cambridge area)",,Indeed
1793,Data Scientist,Remote,Conduct data analysis tasks in conjunction with client data SMEs.This position requires the applicant to parse disparate data sources to find the patterns and…,United States+1 location•Remote,,Indeed
1794,Postdoctoral Researcher,,Job Description:The Quantitative Services Innovations Professional will assist in software development and operational support of a reconciliation and machine…,"Chicago, IL 60661 (West Loop Gate area)",,Indeed
1795,Data Engineer,,Label machine learning data from customers.Do post-process audits and write error reports on data and tasks.You will be working cross-functionally with Supply…,"St. Louis, MO",,Indeed
1796,Data Scientist,,"Strong Analytics Background, able to pull insightful data to drive decisions and improve product quality and customer experience.","Charlotte, NC",,Indeed
1797,Data Analyst ,,The Marketing & Customer Analytics Organization is comprised of data scientists and data analysts responsible for designing and executing analytical solutions…,"Seattle, WA","$89,895.00 ",Indeed
1798,Data Scientist,Remote,"Develop strategies around data cleaning, data structure, and data tagging.Design and build new data set processes for modeling, data mining, and production…","Bolingbrook, IL 60440•Remote",,Indeed
1799, Data Scientist,Remote,"At least 3+ years of Business Intelligence experience like ETL, data warehousing management, data mining, report designer or developer in an enterprise…","Reston, VA 20190 (Sunset Hills area)•Remote",,Indeed
1800,Data Scientist,Remote,"Develop data streams for gathering, aggregating, and processing raw data.The team works closely with Data Sciences and Data Platform teams to leverage the…","Baltimore, MD•Remote",,Indeed
1801,Statistician,,"Provide statistical recording of real time data during sporting events.Post in-game stats for various sports which include field hockey, football, golf,…","Oxford, OH",,Indeed
1802,Data Scientist,,"6 years of experience in data science, data analysis, data mining or other similar business functions.2 years of experience leading data science technical…","Richfield, MN 55423",,Indeed
1803,Data Analyst ,,"Must be hands-on on data analysis tools and frameworks such as Hive, Spark SQL or Python to analyze any amount of data to both solve business requirements and…","Hartford, CT+1 location",,Indeed
1804,Data Scientist,,"This person’s primary focus will be to develop, refine, deploy, and productionize impactful data science projects to business users.","Rosemont, IL 60018",,Indeed
1805,Data Scientist,,"Comfortable with the ambiguous; balancing data science and data art.Turn online data into sound E-commerce propositions, recommendations, and activations.",Remote,,Indeed
1806,Statistician,,Contributing to primary data collection.Advising on how data should be collected for engagements.Evaluates and analyzes data to determine relevance and…,"Washington, DC","$117,115.00 ",Indeed
1807, Data Scientist,,"You will be expected to represent Credit Risk Management team in the role of a credit data, credit risk modeling and data science/machine learning expert.","Bellevue, WA 98006 (Factoria area)",,Indeed
1808,Data Scientist,,"Create data pipelines for more efficient and repeatable data science projects.Prioritize, scope, and manage data science projects and the corresponding key…","Louisville, KY",,Indeed
1809,Machine learning Engineer,Remote,"Demonstrated knowledge of modern data science and data engineering orientated data pipeline management platforms, such as Amazon Redshift, Hadoop, Spark, or…",Remote•Remote,,Indeed
1810,Statistician,,Responsibilities include data analyses and generation of figures for new grant applications and independently write analytical method sections relating to the…,"San Diego, CA",,Indeed
1811,Data Analyst ,,"Write SQL queries for reporting, ETL, and general data analysis.Queries range in complexity depending on use case, but often require querying relational data.","Philadelphia, PA 19107 (Washington Square area)","$75,000.00 ",Indeed
1812,Data Analyst ,Remote,"Transforms client requests into data deliverables to include data models, data mappings and data transformation.",Remote•Remote,,Indeed
1813, Data Scientist,Remote,"Knowledge of popular data science frameworks, tools and approaches (Python, R, Machine Learning).Build tools and provide technical guidance for a team of data…","Chicago, IL 60601 (The Loop area)•Remote",,Indeed
1814,Data Scientist,Remote,Experience working with and creating data architectures.You love maintaining the infrastructure for data and related services.,"San Francisco, CA•Remote",,Indeed
1815,Data Scientist,,"Undergraduate or higher degree in data science, statistics, computer science, or other relevant areas.The nova platform integrates data from hundreds of…","New York, NY",,Indeed
1816,Data Scientist,Remote,2-4 years experience in a data scientist or data analyst role in which you extracted meaning from big data sets with little engineering support.,"Brooklyn, NY 11201•Remote",,Indeed
1817,Data Scientist,,"Analyze data, and design and implement data science or machine learning solutions.Proven experience turning data into successful products.","Cambridge, MA 02141 (East Cambridge area)",,Indeed
1818,Data Scientist,Remote,Conduct data analysis tasks in conjunction with client data SMEs.This position requires the applicant to parse disparate data sources to find the patterns and…,United States+1 location•Remote,,Indeed
1819,Postdoctoral Researcher,,Job Description:The Quantitative Services Innovations Professional will assist in software development and operational support of a reconciliation and machine…,"Chicago, IL 60661 (West Loop Gate area)",,Indeed
1820,Data Engineer,,Label machine learning data from customers.Do post-process audits and write error reports on data and tasks.You will be working cross-functionally with Supply…,"St. Louis, MO",,Indeed
1821,Data Scientist,,"Strong Analytics Background, able to pull insightful data to drive decisions and improve product quality and customer experience.","Charlotte, NC",,Indeed
1822,Data Analyst ,,The Marketing & Customer Analytics Organization is comprised of data scientists and data analysts responsible for designing and executing analytical solutions…,"Seattle, WA","$89,895.00 ",Indeed
1823,Data Scientist,Remote,"Develop strategies around data cleaning, data structure, and data tagging.Design and build new data set processes for modeling, data mining, and production…","Bolingbrook, IL 60440•Remote",,Indeed
1824, Data Scientist,Remote,"At least 3+ years of Business Intelligence experience like ETL, data warehousing management, data mining, report designer or developer in an enterprise…","Reston, VA 20190 (Sunset Hills area)•Remote",,Indeed
1825,Data Scientist,,"Foundation in data science, machine learning, and analytics, including statistical data analysis and A/B testing.","Santa Clara Valley, CA 95014",,Indeed
1826,Data Analyst ,,"Develop and implement data processing, including data curation and normalization.Based in our Elyria, OH location, you will directly support two major projects…","Elyria, OH",,Indeed
1827,Data Analyst ,Remote,"3+ years’ hands-on experience in digital data analytics related roles, experience in analyzing large data set.Health benefits and 401K offered.",Remote•Remote,,Indeed
1828,Data Analyst ,,"Experience with statistical analysis/data science.Own the aggregation and reporting of manufacturing systems data, including – MES data, Shop floor trend data,…","Redmond, WA",,Indeed
1829, Data Scientist,Remote,"Lead RDNA's data strategy including data storage, data modeling, data engineering for use in analytics, data process automation, and business continuity.",Maryland•Remote,"$165,000.00 ",Indeed
1830,Data Engineer,,The marketing and data science team requires an experienced and all-purpose data engineer to architect and manage a data warehouse (e.g. a datalake) along with…,"Philadelphia, NY",,Indeed
1831,Data Scientist,,Integrate internal data with external data sources and APIs to discover and implement actionable insights.Strong data cleaning and preparation skills.,"Rockville, MD 20852",,Indeed
1832, Data Engineer,,,"San Diego, CA",,Indeed
1833,Data Engineer,Remote,"Candidate responsibilities will be ranging from data engineering and machine learning, to data visualization and dashboard builds in Shiny App.",Remote•Remote,,Indeed
1834,Data Engineer,Remote,Create data tools for data science and BI teams to assist them in building and optimizing our product into an innovative industry leader.,New York State•Remote,,Indeed
1835,Data Scientist,Remote,Conduct data analysis tasks in conjunction with client data SMEs.This position requires the applicant to parse disparate data sources to find the patterns and…,United States+1 location•Remote,,Indeed
1836,Data Scientist,,"2-3 years work experience developing data science projects.Execute on end-to-end data science projects (ideation, data engineering, modeling, interpretation,…","New York, NY 10019 (Midtown area)",,Indeed
1837,Postdoctoral Researcher,,Individuals with skills and knowledge relevant to some of the following topics are encouraged to apply: energy resource planning & optimization; modeling of…,"Princeton, NJ 08544",,Indeed
1838,Data Scientist,Remote,"Expert knowledge in data analysis and preparation, including experience with very large data sets (requiring big-data techniques) and sparse or poor-quality…",Remote•Remote,"$123,000.00 ",Indeed
1839,Data Scientist,,"The data scientist role involves solving technical, data-driven Healthcare problems using computer science, mathematical, predictive modeling and statistical…","Chicago, IL",,Indeed
1840,Statistician,,Responsibilities include data analyses and generation of figures for new grant applications and independently write analytical method sections relating to the…,"San Diego, CA",,Indeed
1841,Data Analyst ,,"Write SQL queries for reporting, ETL, and general data analysis.Queries range in complexity depending on use case, but often require querying relational data.","Philadelphia, PA 19107 (Washington Square area)","$75,000.00 ",Indeed
1842,Data Analyst ,Remote,"Transforms client requests into data deliverables to include data models, data mappings and data transformation.",Remote•Remote,,Indeed
1843, Data Scientist,Remote,"Knowledge of popular data science frameworks, tools and approaches (Python, R, Machine Learning).Build tools and provide technical guidance for a team of data…","Chicago, IL 60601 (The Loop area)•Remote",,Indeed
1844,Data Scientist,Remote,Experience working with and creating data architectures.You love maintaining the infrastructure for data and related services.,"San Francisco, CA•Remote",,Indeed
1845,Data Scientist,,"Undergraduate or higher degree in data science, statistics, computer science, or other relevant areas.The nova platform integrates data from hundreds of…","New York, NY",,Indeed
1846,Data Scientist,Remote,2-4 years experience in a data scientist or data analyst role in which you extracted meaning from big data sets with little engineering support.,"Brooklyn, NY 11201•Remote",,Indeed
1847,Data Scientist,,"Analyze data, and design and implement data science or machine learning solutions.Proven experience turning data into successful products.","Cambridge, MA 02141 (East Cambridge area)",,Indeed
1848,Data Scientist,Remote,Conduct data analysis tasks in conjunction with client data SMEs.This position requires the applicant to parse disparate data sources to find the patterns and…,United States+1 location•Remote,,Indeed
1849,Postdoctoral Researcher,,Job Description:The Quantitative Services Innovations Professional will assist in software development and operational support of a reconciliation and machine…,"Chicago, IL 60661 (West Loop Gate area)",,Indeed
1850,Data Engineer,,Label machine learning data from customers.Do post-process audits and write error reports on data and tasks.You will be working cross-functionally with Supply…,"St. Louis, MO",,Indeed
1851,Data Scientist,,"Strong Analytics Background, able to pull insightful data to drive decisions and improve product quality and customer experience.","Charlotte, NC",,Indeed
1852,Data Analyst ,,The Marketing & Customer Analytics Organization is comprised of data scientists and data analysts responsible for designing and executing analytical solutions…,"Seattle, WA","$89,895.00 ",Indeed
1853,Data Scientist,Remote,"Develop strategies around data cleaning, data structure, and data tagging.Design and build new data set processes for modeling, data mining, and production…","Bolingbrook, IL 60440•Remote",,Indeed
1854, Data Scientist,Remote,"At least 3+ years of Business Intelligence experience like ETL, data warehousing management, data mining, report designer or developer in an enterprise…","Reston, VA 20190 (Sunset Hills area)•Remote",,Indeed
1855,Data Scientist,,"Foundation in data science, machine learning, and analytics, including statistical data analysis and A/B testing.","Santa Clara Valley, CA 95014",,Indeed
1856,Data Analyst ,,"Develop and implement data processing, including data curation and normalization.Based in our Elyria, OH location, you will directly support two major projects…","Elyria, OH",,Indeed
1857,Data Analyst ,Remote,"3+ years’ hands-on experience in digital data analytics related roles, experience in analyzing large data set.Health benefits and 401K offered.",Remote•Remote,,Indeed
1858,Data Analyst ,,"Experience with statistical analysis/data science.Own the aggregation and reporting of manufacturing systems data, including – MES data, Shop floor trend data,…","Redmond, WA",,Indeed
1859, Data Scientist,Remote,"Lead RDNA's data strategy including data storage, data modeling, data engineering for use in analytics, data process automation, and business continuity.",Maryland•Remote,"$165,000.00 ",Indeed
1860,Data Engineer,,The marketing and data science team requires an experienced and all-purpose data engineer to architect and manage a data warehouse (e.g. a datalake) along with…,"Philadelphia, NY",,Indeed
1861,Data Scientist,,Integrate internal data with external data sources and APIs to discover and implement actionable insights.Strong data cleaning and preparation skills.,"Rockville, MD 20852",,Indeed
1862, Data Engineer,,,"San Diego, CA",,Indeed
1863,Data Engineer,Remote,"Candidate responsibilities will be ranging from data engineering and machine learning, to data visualization and dashboard builds in Shiny App.",Remote•Remote,,Indeed
1864,Data Engineer,Remote,Create data tools for data science and BI teams to assist them in building and optimizing our product into an innovative industry leader.,New York State•Remote,,Indeed
1865,Data Scientist,Remote,Conduct data analysis tasks in conjunction with client data SMEs.This position requires the applicant to parse disparate data sources to find the patterns and…,United States+1 location•Remote,,Indeed
