title,jobtype,location,description
Data Analyst,Remote - During Pandemic Job, FL,"
            Full-time position. Will collaborate with team, launch new products, resolve problems, automate processes and meet business needs. Must be FCAS certified and have related experience. Remote during pandemic. Flexible schedule.
        "
 Consultant,Partial Remote Job,GA,"
            Partial remote position will be responsible for successful enablement/integration of products/solutions, champion the product, features/benefits, provide solution design leadership, and coordinate resources. BS degree required and eight years of exp. 
        "
 Consultant,Partial Remote Job, PA,"
            Partial remote position will be responsible for successful enablement/integration of products/solutions, champion the product, features/benefits, provide solution design leadership, and coordinate resources. BS degree required and eight years of exp. 
        "
 Consultant,Partial Remote Job, DE,"
            Partial remote position will be responsible for successful enablement/integration of products/solutions, champion the product, features/benefits, provide solution design leadership, and coordinate resources. BS degree required and eight years of exp. 
        "
 Consultant,Partial Remote Job, CT,"
            Partial remote position will be responsible for successful enablement/integration of products/solutions, champion the product, features/benefits, provide solution design leadership, and coordinate resources. BS degree required and eight years of exp. 
        "
 Consultant,Partial Remote Job, NY,"
            Partial remote position will be responsible for successful enablement/integration of products/solutions, champion the product, features/benefits, provide solution design leadership, and coordinate resources. BS degree required and eight years of exp. 
        "
 Consultant,Partial Remote Job, MA,"
            Partial remote position will be responsible for successful enablement/integration of products/solutions, champion the product, features/benefits, provide solution design leadership, and coordinate resources. BS degree required and eight years of exp. 
        "
 Consultant,Partial Remote Job, NJ,"
            Partial remote position will be responsible for successful enablement/integration of products/solutions, champion the product, features/benefits, provide solution design leadership, and coordinate resources. BS degree required and eight years of exp. 
        "
Data Engineer,Option for Remote Job, NC,"
            Optional remote job for candidate who will work with product teams to define the roadmap for digital service and third-party integrations, enable customer-facing team, and grow adoption of digital service products. BA/BS degree and 3-5 years' exp. req.
        "
Data Scientist,Option for Remote Job,OR,"
            Full-time position with the option of remote work. Responsibilities include supporting research &amp; design efforts, providing design support for software products &amp; solutions, analyzing &amp; deriving insights, and ensuring overall solution quality.
        "
Data Scientist,Option for Remote Job, CA,"
            Full-time position with the option of remote work. Responsibilities include supporting research &amp; design efforts, providing design support for software products &amp; solutions, analyzing &amp; deriving insights, and ensuring overall solution quality.
        "
Data Scientist,Option for Remote Job, WA,"
            Full-time position with the option of remote work. Responsibilities include supporting research &amp; design efforts, providing design support for software products &amp; solutions, analyzing &amp; deriving insights, and ensuring overall solution quality.
        "
Health care,100% Remote Job, PA,"
            A part-time online adjunct faculty member is needed to instruct university students in Health Administration over an eight week period. Subject matter expertise and previous online teaching experience is needed. Pays $2,500.00 per course. 
        "
Data Engineer,100% Remote Job, IL,"
            Work with development teams and stakeholders to design and create SaaS automation features and product enhancements. Requires a bachelor's degree with 3+ yrs' experience or an equivalent combination. Work from home full-time.
        "
Data Scientist,Partial Remote Job, MA,"
            Senior technical trainer needed for a full-time opportunity. This is a remote position with travel involved. Will deliver training and mentor authorized trainers. Four years' experience and technical degree or equivalent work history required.
        "
Data Engineer,Remote - During Pandemic Job, VA,"
            Provide technical advice and support during development and implementation phases and ensure IT product function as expected by stakeholders and end users. Remote work is allowed during the COVID-19 pandemic.
        "
Health care,Remote - During Pandemic Job, MD,"
            Seeking a Designer needed for a currently remote job responsible for generating and developing wireframes and prototypes, conducting research, resolving design issues. Seven+ years' HCI or UI-focused experience, an understanding of Agile methods a must.
        "
Data Engineer,Option for Remote Job, MA,"
            Remote position will provide hands-on development for projects, act as a contributor/subject matter expert, design/develop software for financial products/platforms, and technical/product development tasks. BS degree required and four years of exp. 
        "
Data Engineer,100% Remote Job,IL,"
            Design and implement innovative cloud solutions with a strong focus on automation. Must have a bachelor's degree and experience managing environments running inside the Public cloud (AWS/Azure). Full-time, remote position.
        "
Data Analyst,100% Remote Job,ME,"
            Remote, part-time position. Provide online instruction and guide students, support classroom engagement, and collaborate with staff to improve offerings. Requires MA or 6+ years' experience, plus proficiency with tools such as JavaScript, Node, and SQL.
        "
Data Analyst,100% Remote Job, NH,"
            Remote, part-time position. Provide online instruction and guide students, support classroom engagement, and collaborate with staff to improve offerings. Requires MA or 6+ years' experience, plus proficiency with tools such as JavaScript, Node, and SQL.
        "
Data Analyst,100% Remote Job, MA,"
            Remote, part-time position. Provide online instruction and guide students, support classroom engagement, and collaborate with staff to improve offerings. Requires MA or 6+ years' experience, plus proficiency with tools such as JavaScript, Node, and SQL.
        "
Data Analyst,100% Remote Job, RI,"
            Remote, part-time position. Provide online instruction and guide students, support classroom engagement, and collaborate with staff to improve offerings. Requires MA or 6+ years' experience, plus proficiency with tools such as JavaScript, Node, and SQL.
        "
Data Analyst,100% Remote Job, CT,"
            Remote, part-time position. Provide online instruction and guide students, support classroom engagement, and collaborate with staff to improve offerings. Requires MA or 6+ years' experience, plus proficiency with tools such as JavaScript, Node, and SQL.
        "
Data Analyst,100% Remote Job, NY,"
            Remote, part-time position. Provide online instruction and guide students, support classroom engagement, and collaborate with staff to improve offerings. Requires MA or 6+ years' experience, plus proficiency with tools such as JavaScript, Node, and SQL.
        "
Data Analyst,100% Remote Job, NJ,"
            Remote, part-time position. Provide online instruction and guide students, support classroom engagement, and collaborate with staff to improve offerings. Requires MA or 6+ years' experience, plus proficiency with tools such as JavaScript, Node, and SQL.
        "
Data Analyst,100% Remote Job, DE,"
            Remote, part-time position. Provide online instruction and guide students, support classroom engagement, and collaborate with staff to improve offerings. Requires MA or 6+ years' experience, plus proficiency with tools such as JavaScript, Node, and SQL.
        "
Data Analyst,100% Remote Job, MD,"
            Remote, part-time position. Provide online instruction and guide students, support classroom engagement, and collaborate with staff to improve offerings. Requires MA or 6+ years' experience, plus proficiency with tools such as JavaScript, Node, and SQL.
        "
Data Analyst,100% Remote Job, VA,"
            Remote, part-time position. Provide online instruction and guide students, support classroom engagement, and collaborate with staff to improve offerings. Requires MA or 6+ years' experience, plus proficiency with tools such as JavaScript, Node, and SQL.
        "
Data Analyst,100% Remote Job, NC,"
            Remote, part-time position. Provide online instruction and guide students, support classroom engagement, and collaborate with staff to improve offerings. Requires MA or 6+ years' experience, plus proficiency with tools such as JavaScript, Node, and SQL.
        "
Data Analyst,100% Remote Job, SC,"
            Remote, part-time position. Provide online instruction and guide students, support classroom engagement, and collaborate with staff to improve offerings. Requires MA or 6+ years' experience, plus proficiency with tools such as JavaScript, Node, and SQL.
        "
Data Analyst,100% Remote Job, GA,"
            Remote, part-time position. Provide online instruction and guide students, support classroom engagement, and collaborate with staff to improve offerings. Requires MA or 6+ years' experience, plus proficiency with tools such as JavaScript, Node, and SQL.
        "
Data Analyst,100% Remote Job, FL,"
            Remote, part-time position. Provide online instruction and guide students, support classroom engagement, and collaborate with staff to improve offerings. Requires MA or 6+ years' experience, plus proficiency with tools such as JavaScript, Node, and SQL.
        "
Data Analyst,100% Remote Job,WA,"
            Remote, part-time job with evenings for candidate who will lead a web development bootcamp program for students looking to build a professional skillset and guide students through exercises to embed key concepts. Master's degree or 6 years' exp. req.
        "
Data Analyst,100% Remote Job, OR,"
            Remote, part-time job with evenings for candidate who will lead a web development bootcamp program for students looking to build a professional skillset and guide students through exercises to embed key concepts. Master's degree or 6 years' exp. req.
        "
Data Analyst,100% Remote Job, CA,"
            Remote, part-time job with evenings for candidate who will lead a web development bootcamp program for students looking to build a professional skillset and guide students through exercises to embed key concepts. Master's degree or 6 years' exp. req.
        "
Data Analyst,100% Remote Job, NV,"
            Remote, part-time job with evenings for candidate who will lead a web development bootcamp program for students looking to build a professional skillset and guide students through exercises to embed key concepts. Master's degree or 6 years' exp. req.
        "
Data Analyst,100% Remote Job, ID,"
            Remote, part-time job with evenings for candidate who will lead a web development bootcamp program for students looking to build a professional skillset and guide students through exercises to embed key concepts. Master's degree or 6 years' exp. req.
        "
Data Analyst,100% Remote Job, UT,"
            Remote, part-time job with evenings for candidate who will lead a web development bootcamp program for students looking to build a professional skillset and guide students through exercises to embed key concepts. Master's degree or 6 years' exp. req.
        "
Data Analyst,100% Remote Job, AZ,"
            Remote, part-time job with evenings for candidate who will lead a web development bootcamp program for students looking to build a professional skillset and guide students through exercises to embed key concepts. Master's degree or 6 years' exp. req.
        "
Data Analyst,100% Remote Job, MT,"
            Remote, part-time job with evenings for candidate who will lead a web development bootcamp program for students looking to build a professional skillset and guide students through exercises to embed key concepts. Master's degree or 6 years' exp. req.
        "
Data Analyst,100% Remote Job, WY,"
            Remote, part-time job with evenings for candidate who will lead a web development bootcamp program for students looking to build a professional skillset and guide students through exercises to embed key concepts. Master's degree or 6 years' exp. req.
        "
Data Analyst,100% Remote Job, CO,"
            Remote, part-time job with evenings for candidate who will lead a web development bootcamp program for students looking to build a professional skillset and guide students through exercises to embed key concepts. Master's degree or 6 years' exp. req.
        "
Data Analyst,100% Remote Job, NM,"
            Remote, part-time job with evenings for candidate who will lead a web development bootcamp program for students looking to build a professional skillset and guide students through exercises to embed key concepts. Master's degree or 6 years' exp. req.
        "
Data Engineer,100% Remote Job, MA,"
            Remote position will build reusable code/libraries for new features, design server-side architecture for mobile applications, design/manage well-functioning/scalable databases, and build backend services. BA degree required and five years of exp. 
        "
Data Engineer,100% Remote Job, NY,"
            Seeking a senior project manager for a full-time, work-at-home opportunity. Will manage the deployment of the product suite, communicate with executives, and develop a team. Bachelor's degree and four yrs' project management exp. req. 
        "
Data Engineer,100% Remote Job, NJ,"
            Seeking a senior project manager for a full-time, work-at-home opportunity. Will manage the deployment of the product suite, communicate with executives, and develop a team. Bachelor's degree and four yrs' project management exp. req. 
        "
Data Engineer,100% Remote Job, PA,"
            Seeking a senior project manager for a full-time, work-at-home opportunity. Will manage the deployment of the product suite, communicate with executives, and develop a team. Bachelor's degree and four yrs' project management exp. req. 
        "
Data Engineer,100% Remote Job, NY,"
            Seeking a senior project manager for a full-time, work-at-home opportunity. Will manage the deployment of the product suite, communicate with executives, and develop a team. Bachelor's degree and four yrs' project management exp. req. 
        "
Data Engineer,100% Remote Job, CT,"
            Seeking a senior project manager for a full-time, work-at-home opportunity. Will manage the deployment of the product suite, communicate with executives, and develop a team. Bachelor's degree and four yrs' project management exp. req. 
        "
Data Engineer,100% Remote Job,IN,"
            Work-at-home position for a full-stack software engineer. Will develop new features and functionalities, build scalable APIs, participate in peer design and code reviews, and write, test and refactor code. Need a bachelor's degree and two years of exp.
        "
Data Engineer,100% Remote Job, IL,"
            Work-at-home position for a full-stack software engineer. Will develop new features and functionalities, build scalable APIs, participate in peer design and code reviews, and write, test and refactor code. Need a bachelor's degree and two years of exp.
        "
Data Engineer,100% Remote Job, VA,"
            Work-at-home position for a full-stack software engineer. Will develop new features and functionalities, build scalable APIs, participate in peer design and code reviews, and write, test and refactor code. Need a bachelor's degree and two years of exp.
        "
Data Engineer,100% Remote Job, TX,"
            Work-at-home position for a full-stack software engineer. Will develop new features and functionalities, build scalable APIs, participate in peer design and code reviews, and write, test and refactor code. Need a bachelor's degree and two years of exp.
        "
Data Engineer,100% Remote Job, GA,"
            Work-at-home position for a full-stack software engineer. Will develop new features and functionalities, build scalable APIs, participate in peer design and code reviews, and write, test and refactor code. Need a bachelor's degree and two years of exp.
        "
Data Engineer,100% Remote Job, TN,"
            Work-at-home position for a full-stack software engineer. Will develop new features and functionalities, build scalable APIs, participate in peer design and code reviews, and write, test and refactor code. Need a bachelor's degree and two years of exp.
        "
Data Engineer,100% Remote Job, FL,"
            Work-at-home position for a full-stack software engineer. Will develop new features and functionalities, build scalable APIs, participate in peer design and code reviews, and write, test and refactor code. Need a bachelor's degree and two years of exp.
        "
Data Engineer,100% Remote Job, PA,"
            Work-at-home position for a full-stack software engineer. Will develop new features and functionalities, build scalable APIs, participate in peer design and code reviews, and write, test and refactor code. Need a bachelor's degree and two years of exp.
        "
Data Engineer,100% Remote Job, CA,"
            Work-at-home position for a full-stack software engineer. Will develop new features and functionalities, build scalable APIs, participate in peer design and code reviews, and write, test and refactor code. Need a bachelor's degree and two years of exp.
        "
Data Engineer,100% Remote Job, OH,"
            Work-at-home position for a full-stack software engineer. Will develop new features and functionalities, build scalable APIs, participate in peer design and code reviews, and write, test and refactor code. Need a bachelor's degree and two years of exp.
        "
Data Engineer,100% Remote Job, NC,"
            Work-at-home position for a full-stack software engineer. Will develop new features and functionalities, build scalable APIs, participate in peer design and code reviews, and write, test and refactor code. Need a bachelor's degree and two years of exp.
        "
Data Engineer,100% Remote Job, MA,"
            Work-at-home position for a full-stack software engineer. Will develop new features and functionalities, build scalable APIs, participate in peer design and code reviews, and write, test and refactor code. Need a bachelor's degree and two years of exp.
        "
Data Engineer,100% Remote Job, KY,"
            Work-at-home position for a full-stack software engineer. Will develop new features and functionalities, build scalable APIs, participate in peer design and code reviews, and write, test and refactor code. Need a bachelor's degree and two years of exp.
        "
Data Scientist,Partial Remote Job,ND,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, SD,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, NE,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, KS,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, MN,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, IA,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, MO,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, WI,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, IL,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, MI,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, IN,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, OH,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, WA,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, OR,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, CA,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, NV,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, ID,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, UT,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, AZ,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, MT,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, WY,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, CO,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Scientist,Partial Remote Job, NM,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        "
Data Engineer,Partial Remote Job, CA,"
            Develop and maintain strategic partnerships with accounts, influence, educate and enroll provider practices, partner with the collaborative care operations team and offer technical assistance. Work remotely and travel within an assigned region. 
        "
Data Engineer,Remote - During Pandemic Job, CA,"
            Drive sales and support enablement initiatives, monitor and analyze trends in the market, engage with customers and create stories, epics and acceptance criteria for the engineering team. Remote work allowed during COVID-19. 
        "
Data Scientist,100% Remote Job,OR,"
            Job duties include handling phone calls, scheduling healthcare appointments, &amp; obtaining patients' insurance &amp; demographic information. The centralized scheduler can telework if residing in OR. Two or more years' exp. in a healthcare environment needed.
        "
Software Engineer,Remote - During Pandemic Job, NY,"
            Staff/Senior auditor needed to assist in the execution of the audit department's established audit methodology. Bachelor in Accounting, Finance, Business or other related field of study and ability to travel required. Remote during the pandemic. 
        "
Software Engineer,Remote - During Pandemic Job, AZ,"
            Staff/Senior auditor needed to assist in the execution of the audit department's established audit methodology. Bachelor in Accounting, Finance, Business or other related field of study and ability to travel required. Remote during the pandemic. 
        "
Software Engineer,Remote - During Pandemic Job, UT,"
            Staff/Senior auditor needed to assist in the execution of the audit department's established audit methodology. Bachelor in Accounting, Finance, Business or other related field of study and ability to travel required. Remote during the pandemic. 
        "
Data Analyst,Partial Remote Job, NY,"
            Partial remote position will monitor the technical aspects of projects/vendor activities by providing input/guidance, assess technical design, identify/recommend project management, and technical processes. BA degree required and five years of experience.
        "
Data Scientist,Partial Remote Job, NM,"
            Work-at-home role performing DevOps engineering duties to automate solutions deploy infrastructure. Write software, perform network engineering, and handle Linux system administration. Requires 4 years of DevOps experience and Python or Java skills.
        "
Data Scientist,Partial Remote Job, CO,"
            Work-at-home role performing DevOps engineering duties to automate solutions deploy infrastructure. Write software, perform network engineering, and handle Linux system administration. Requires 4 years of DevOps experience and Python or Java skills.
        "
Data Scientist,Partial Remote Job, NV,"
            Work-at-home role performing DevOps engineering duties to automate solutions deploy infrastructure. Write software, perform network engineering, and handle Linux system administration. Requires 4 years of DevOps experience and Python or Java skills.
        "
Data Scientist,Remote - During Pandemic Job, AZ,"
            The QA lead will support CI/CD Jenkins pipelines, participate in software design discussions, ensure deliverables have suitable test coverage, &amp; manage defects. At least eight years' QA/automation exp. needed. This is a WFH position during COVID-19.

        "
Software Engineer,100% Remote Job, CO,"
            F/T remote senior iOS developer will design, develop, and code for iOS applications to meet customer expectations. Bachelor's degree, 5+ years in iOS development, and 1+ years of development in Swift/SwiftUI required. Salary range: $112,200-$167,200.
        "
Data Engineer,Partial Remote Job,TX,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        "
Data Engineer,Partial Remote Job, PA,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        "
Data Engineer,Partial Remote Job, NY,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        "
Data Engineer,Partial Remote Job, NJ,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        "
Data Engineer,Partial Remote Job, MD,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        "
Data Engineer,Partial Remote Job, MI,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        "
Data Engineer,Partial Remote Job, MO,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        "
Data Engineer,Partial Remote Job, MA,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        "
Data Engineer,Partial Remote Job, IL,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        "
Data Engineer,Partial Remote Job, CT,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        "
Software Engineer,Option for Remote Job, OR,"
            Seeking an experienced Node.js developer with 3 - 5 years of experience working in an application development role to perform full-stack development and work with user interface technologies. Option for remote position. 
        "
Data Scientist,Partial Remote Job, GA,"
            Work with development teams to coordinate multiple aspects of clinical studies, such as logistics, sites, &amp; participants. Requires a BA/BS degree, and 3+ yrs' exp. GCP/ICH knowledge is desired. Full-time, partly WFH role with some travel. 
        "
Data Engineer,100% Remote Job, IA,"
            Work on providing the best experience for the internal community by implementing innovative global and mobile solutions for people platforms. Must have an associate's degree and 2+ years of professional development experience. WFH.
        "
Data Engineer,Partial Remote Job, FL,"
            Software engineer needed for a full-time opportunity. This position is partially remote with some travel involved. Will be designing, implementing, and resolving issues with software. Experience and bachelor's degree in a related field required.
        "
Data Engineer,Partial Remote Job, FL,"
            Software engineer needed for a full-time opportunity. This position is partially remote with some travel involved. Will be designing, implementing, and resolving issues with software. Experience and bachelor's degree in a related field required.
        "
Data Engineer,Option for Remote Job,NY,"
            Work with the teams to plan and create new features and infrastructure for financial products. Option to work remotely. Must have a BS degree or equivalent experience and 1+ years' programming experience in a functional or object oriented language.
        "
Data Engineer,Remote - During Pandemic Job, MN,"
            Full-time job, remote during pandemic. Meeds four years' experience building  Android applications and one year  programming  experience in Kotlin. Apply Android technical and product expertise to solve problems, contribute to frameworks and write code.

        "
Data Engineer,Remote - During Pandemic Job, NY,"
            Full-time job, remote during pandemic. Meeds four years' experience building  Android applications and one year  programming  experience in Kotlin. Apply Android technical and product expertise to solve problems, contribute to frameworks and write code.

        "
Data Engineer,Remote - During Pandemic Job, IL,"
            The software engineer will help develop &amp; maintain platforms. Candidates must have a bachelor's degree in CS or a related field &amp; at least four years' software &amp; application development exp. Due to COVID-19, staff members are telecommuting at this time.
        "
Data Engineer,Remote - During Pandemic Job, VA,"
            The software engineer will help develop &amp; maintain platforms. Candidates must have a bachelor's degree in CS or a related field &amp; at least four years' software &amp; application development exp. Due to COVID-19, staff members are telecommuting at this time.
        "
Data Engineer,Option for Remote Job, WA,"
            Full-time, contract position. Will prioritize solutions, collaborate with team, mitigate risks, build relationships and meet business needs. Bachelor's degree and 4+ years' related experience required. Remote option. 
        "
Data Engineer,100% Remote Job, TX,"
            Remote, full-time job. Needs a bachelor's degree and four years' technology job experience. Provide technical design, estimation and implementation for user stories, take part in agile ceremonies, and provide technical design leadership on user stories.
        "
Data Engineer,100% Remote Job, CA,"
            Remote, full-time job. Needs a bachelor's degree and four years' technology job experience. Provide technical design, estimation and implementation for user stories, take part in agile ceremonies, and provide technical design leadership on user stories.
        "
Software Engineer,Remote - During Pandemic Job, CA,"
            The UX designer will help launch or refine enterprise websites, gather usability requirements, &amp; design wireframes &amp; prototypes. During COVID-19, all staff members are telecommuting. Must have a relevant bachelor's degree &amp; five years' UX design exp.
        "
Director of work,Option for Remote Job, NY,"
            Position with the option for remote work for a director of product management, business products. Will design and execute a strategy, establish and drive a roadmap, set and track KPIs, and coach and mentor a team. Need eight years of relevant experience.
        "
Director of work,Remote - During Pandemic Job, CA,"
            Temporary remote position will develop the supply chain systems/processes design concept, manage team for high performance, change management/adoption, and provide decision support/insights for strategy decisions. BA degree required and ten years of exp. 
        "
Data Scientist,Remote - During Pandemic Job, CA,"
            Remote position will create design/own the implementation of features, content, events/other product experiences, drive user experience through phases/product implementation processes, and improve informed design. BA degree required and five years of exp.
        "
Data Engineer,100% Remote Job, NY,"
            Full-time position. Will define strategies, discover new opportunities, meet customer needs and provide expertise. Bachelor's degree and 5+ years' related product management experience required. Flexible schedule. Remote. 
        "
Software Engineer,Option for Remote Job, VA,"
            Seeking an automation developer for a flexible, remote option position requiring a tech-focused bachelor's degree, three+ years' RPA experience, two+ years' experience with programming languages. Will conduct tests, perform configurations. 
        "
Data Engineer,Option for Remote Job, CO,"
            Seeking a manager, revenue growth management for a position with the option to work remotely. Will scope, develop, maintain and advise on price architecture, trade and funding strategies, and program analytics. Need master's degree and five years of exp.
        "
Data Analyst,Partial Remote Job, RI,"
            Assist the developers/engineers with translating business requirements into technical specifications and ensure specifications and timelines are met. Must have a BS degree, 3+ years' experience, and strong interpersonal abilities. Partial remote role.
        "
Data Analyst,Remote - During Pandemic Job, VA,"
            Provides technical guidance, supports IT infrastructure &amp; modernization initiatives, &amp; leads teams. Must have 10 years' managerial exp. involving financial reporting, IT project management, &amp; business process management. The role is remote during COVID.
        "
Data Engineer,Option for Remote Job, OH,"
            Full-time role with remote option. He/she will develop client relationships, implement programs, hold product demonstrations, research and resolve customer issues, and assist with product development. 5+ years' relevant experience preferred. 
        "
Teacher,Remote - During Pandemic Job, CA,"
            Remote-during-pandemic position for a proofreader, program assistant. Will proofread and copyedit test items, forms, assessment and research materials, track and verify edits, and provide general administrative support. Need two years of experience.
        "
Data scientist,Partial Remote Job, NJ,"
            Temporary remote position will drive sales/increase brand awareness, manage daily call activity through planning, manage vacant geographics/identified business strategies, field visits, and manage target lists. BA degree required and experience. 
        "
Data Engineer,Partial Remote Job, NC,"
            Full-time job, some remote work. Travel. Needs a bachelor's degree in nursing and five years' direct clinical trial experience. Manage projects of full scope regional and global projects, lead teams, responsible for building and maintaining relationships.
        "
Data Engineer,Partial Remote Job, IN,"
            Full-time job, some remote work. Travel. Needs a bachelor's degree in nursing and five years' direct clinical trial experience. Manage projects of full scope regional and global projects, lead teams, responsible for building and maintaining relationships.
        "
Data Engineer,Partial Remote Job, AZ,"
            Full-time job, some remote work. Travel. Needs a bachelor's degree in nursing and five years' direct clinical trial experience. Manage projects of full scope regional and global projects, lead teams, responsible for building and maintaining relationships.
        "
Data Engineer,Partial Remote Job, MD,"
            Full-time job, some remote work. Travel. Needs a bachelor's degree in nursing and five years' direct clinical trial experience. Manage projects of full scope regional and global projects, lead teams, responsible for building and maintaining relationships.
        "
Data Engineer,Partial Remote Job, MA,"
            Full-time job, some remote work. Travel. Needs a bachelor's degree in nursing and five years' direct clinical trial experience. Manage projects of full scope regional and global projects, lead teams, responsible for building and maintaining relationships.
        "
