title,description,state,job_site
Data Scientist,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        ",,
Data Scientist,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        ",,
Data Scientist,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        ",,
Data Scientist,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        ",,
Data Scientist,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        ",,
Data Scientist,"
            Partial remote job with 20% travel for candidate who will serve as the relationship manager to designated corporate supporters and build and maintain in-depth knowledge of resources, research, and services. BA/BS degree and client-facing exp. req.
        ",,
Data Engineer,"
            Develop and maintain strategic partnerships with accounts, influence, educate and enroll provider practices, partner with the collaborative care operations team and offer technical assistance. Work remotely and travel within an assigned region. 
        ",,
Data Engineer,"
            Drive sales and support enablement initiatives, monitor and analyze trends in the market, engage with customers and create stories, epics and acceptance criteria for the engineering team. Remote work allowed during COVID-19. 
        ",,
Data Scientist,"
            Job duties include handling phone calls, scheduling healthcare appointments, &amp; obtaining patients' insurance &amp; demographic information. The centralized scheduler can telework if residing in OR. Two or more years' exp. in a healthcare environment needed.
        ",,
Software Engineer,"
            Staff/Senior auditor needed to assist in the execution of the audit department's established audit methodology. Bachelor in Accounting, Finance, Business or other related field of study and ability to travel required. Remote during the pandemic. 
        ",,
Software Engineer,"
            Staff/Senior auditor needed to assist in the execution of the audit department's established audit methodology. Bachelor in Accounting, Finance, Business or other related field of study and ability to travel required. Remote during the pandemic. 
        ",,
Software Engineer,"
            Staff/Senior auditor needed to assist in the execution of the audit department's established audit methodology. Bachelor in Accounting, Finance, Business or other related field of study and ability to travel required. Remote during the pandemic. 
        ",,
Data Analyst,"
            Partial remote position will monitor the technical aspects of projects/vendor activities by providing input/guidance, assess technical design, identify/recommend project management, and technical processes. BA degree required and five years of experience.
        ",,
Data Scientist,"
            Work-at-home role performing DevOps engineering duties to automate solutions deploy infrastructure. Write software, perform network engineering, and handle Linux system administration. Requires 4 years of DevOps experience and Python or Java skills.
        ",,
Data Scientist,"
            Work-at-home role performing DevOps engineering duties to automate solutions deploy infrastructure. Write software, perform network engineering, and handle Linux system administration. Requires 4 years of DevOps experience and Python or Java skills.
        ",,
Data Scientist,"
            Work-at-home role performing DevOps engineering duties to automate solutions deploy infrastructure. Write software, perform network engineering, and handle Linux system administration. Requires 4 years of DevOps experience and Python or Java skills.
        ",,
Data Scientist,"
            The QA lead will support CI/CD Jenkins pipelines, participate in software design discussions, ensure deliverables have suitable test coverage, &amp; manage defects. At least eight years' QA/automation exp. needed. This is a WFH position during COVID-19.

        ",,
Software Engineer,"
            F/T remote senior iOS developer will design, develop, and code for iOS applications to meet customer expectations. Bachelor's degree, 5+ years in iOS development, and 1+ years of development in Swift/SwiftUI required. Salary range: $112,200-$167,200.
        ",,
Data Engineer,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        ",,
Data Engineer,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        ",,
Data Engineer,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        ",,
Data Engineer,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        ",,
Data Engineer,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        ",,
Data Engineer,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        ",,
Data Engineer,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        ",,
Data Engineer,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        ",,
Data Engineer,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        ",,
Data Engineer,"
            Full-time, remote role with travel required. Candidate will create a sales plan to achieve growth and revenue goals, determine the best ways to meet customer needs, and drive sales strategies. Must have five years of sales experience.
        ",,
Software Engineer,"
            Seeking an experienced Node.js developer with 3 - 5 years of experience working in an application development role to perform full-stack development and work with user interface technologies. Option for remote position. 
        ",,
Data Scientist,"
            Work with development teams to coordinate multiple aspects of clinical studies, such as logistics, sites, &amp; participants. Requires a BA/BS degree, and 3+ yrs' exp. GCP/ICH knowledge is desired. Full-time, partly WFH role with some travel. 
        ",,
Data Engineer,"
            Work on providing the best experience for the internal community by implementing innovative global and mobile solutions for people platforms. Must have an associate's degree and 2+ years of professional development experience. WFH.
        ",,
Data Engineer,"
            Software engineer needed for a full-time opportunity. This position is partially remote with some travel involved. Will be designing, implementing, and resolving issues with software. Experience and bachelor's degree in a related field required.
        ",,
Data Engineer,"
            Software engineer needed for a full-time opportunity. This position is partially remote with some travel involved. Will be designing, implementing, and resolving issues with software. Experience and bachelor's degree in a related field required.
        ",,
Data Engineer,"
            Work with the teams to plan and create new features and infrastructure for financial products. Option to work remotely. Must have a BS degree or equivalent experience and 1+ years' programming experience in a functional or object oriented language.
        ",,
Data Engineer,"
            Full-time job, remote during pandemic. Meeds four years' experience building  Android applications and one year  programming  experience in Kotlin. Apply Android technical and product expertise to solve problems, contribute to frameworks and write code.

        ",,
Data Engineer,"
            Full-time job, remote during pandemic. Meeds four years' experience building  Android applications and one year  programming  experience in Kotlin. Apply Android technical and product expertise to solve problems, contribute to frameworks and write code.

        ",,
Data Engineer,"
            The software engineer will help develop &amp; maintain platforms. Candidates must have a bachelor's degree in CS or a related field &amp; at least four years' software &amp; application development exp. Due to COVID-19, staff members are telecommuting at this time.
        ",,
Data Engineer,"
            The software engineer will help develop &amp; maintain platforms. Candidates must have a bachelor's degree in CS or a related field &amp; at least four years' software &amp; application development exp. Due to COVID-19, staff members are telecommuting at this time.
        ",,
Data Engineer,"
            Full-time, contract position. Will prioritize solutions, collaborate with team, mitigate risks, build relationships and meet business needs. Bachelor's degree and 4+ years' related experience required. Remote option. 
        ",,
Data Engineer,"
            Remote, full-time job. Needs a bachelor's degree and four years' technology job experience. Provide technical design, estimation and implementation for user stories, take part in agile ceremonies, and provide technical design leadership on user stories.
        ",,
Data Engineer,"
            Remote, full-time job. Needs a bachelor's degree and four years' technology job experience. Provide technical design, estimation and implementation for user stories, take part in agile ceremonies, and provide technical design leadership on user stories.
        ",,
Software Engineer,"
            The UX designer will help launch or refine enterprise websites, gather usability requirements, &amp; design wireframes &amp; prototypes. During COVID-19, all staff members are telecommuting. Must have a relevant bachelor's degree &amp; five years' UX design exp.
        ",,
Director of work,"
            Position with the option for remote work for a director of product management, business products. Will design and execute a strategy, establish and drive a roadmap, set and track KPIs, and coach and mentor a team. Need eight years of relevant experience.
        ",,
Director of work,"
            Temporary remote position will develop the supply chain systems/processes design concept, manage team for high performance, change management/adoption, and provide decision support/insights for strategy decisions. BA degree required and ten years of exp. 
        ",,
Data Scientist,"
            Remote position will create design/own the implementation of features, content, events/other product experiences, drive user experience through phases/product implementation processes, and improve informed design. BA degree required and five years of exp.
        ",,
Data Engineer,"
            Full-time position. Will define strategies, discover new opportunities, meet customer needs and provide expertise. Bachelor's degree and 5+ years' related product management experience required. Flexible schedule. Remote. 
        ",,
Software Engineer,"
            Seeking an automation developer for a flexible, remote option position requiring a tech-focused bachelor's degree, three+ years' RPA experience, two+ years' experience with programming languages. Will conduct tests, perform configurations. 
        ",,
Data Engineer,"
            Seeking a manager, revenue growth management for a position with the option to work remotely. Will scope, develop, maintain and advise on price architecture, trade and funding strategies, and program analytics. Need master's degree and five years of exp.
        ",,
Data Analyst,"
            Assist the developers/engineers with translating business requirements into technical specifications and ensure specifications and timelines are met. Must have a BS degree, 3+ years' experience, and strong interpersonal abilities. Partial remote role.
        ",,
Data Analyst,"
            Provides technical guidance, supports IT infrastructure &amp; modernization initiatives, &amp; leads teams. Must have 10 years' managerial exp. involving financial reporting, IT project management, &amp; business process management. The role is remote during COVID.
        ",,
Data Engineer,"
            Full-time role with remote option. He/she will develop client relationships, implement programs, hold product demonstrations, research and resolve customer issues, and assist with product development. 5+ years' relevant experience preferred. 
        ",,
Teacher,"
            Remote-during-pandemic position for a proofreader, program assistant. Will proofread and copyedit test items, forms, assessment and research materials, track and verify edits, and provide general administrative support. Need two years of experience.
        ",,
Data scientist,"
            Temporary remote position will drive sales/increase brand awareness, manage daily call activity through planning, manage vacant geographics/identified business strategies, field visits, and manage target lists. BA degree required and experience. 
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs a bachelor's degree in nursing and five years' direct clinical trial experience. Manage projects of full scope regional and global projects, lead teams, responsible for building and maintaining relationships.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs a bachelor's degree in nursing and five years' direct clinical trial experience. Manage projects of full scope regional and global projects, lead teams, responsible for building and maintaining relationships.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs a bachelor's degree in nursing and five years' direct clinical trial experience. Manage projects of full scope regional and global projects, lead teams, responsible for building and maintaining relationships.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs a bachelor's degree in nursing and five years' direct clinical trial experience. Manage projects of full scope regional and global projects, lead teams, responsible for building and maintaining relationships.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs a bachelor's degree in nursing and five years' direct clinical trial experience. Manage projects of full scope regional and global projects, lead teams, responsible for building and maintaining relationships.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs a bachelor's degree in nursing and five years' direct clinical trial experience. Manage projects of full scope regional and global projects, lead teams, responsible for building and maintaining relationships.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs a bachelor's degree in nursing and five years' direct clinical trial experience. Manage projects of full scope regional and global projects, lead teams, responsible for building and maintaining relationships.
        ",,
Data Engineer,"
            Full-time job, some remote work. Travel. Needs a bachelor's degree in nursing and five years' direct clinical trial experience. Manage projects of full scope regional and global projects, lead teams, responsible for building and maintaining relationships.
        ",,
Editor,"
            Develop scientific communications, provide research assistance to the HEOR and medical directors, participate on making strategic recommendations and interface with stakeholders and faculty. Requires two years of exp. Option for remote position. 
        ",,
Data Engineer,"
            Conduct troubleshooting, escalation and the analysis of communications remotely and in the field. Will serve as an SME and maintain relationships. Requires support and network administration experience. Partial remote/flex time position.
        ",,
Software Engineer,"
            Long-term, temporary contract. Will analyze user needs, maintain software, assess requirements, prepare documentation and adhere to guidelines. Bachelor's degree and 8+ years' related experience required. Full-time. Travel.
        ",,
Teacher,"
            Make outbound calls to prospective students and learn of their interests and goals, articulate features and value and connect with resources relating to the program. 2+ years of relevant work experience is needed. Work at home opportunity. 
        ",,
 Consultant,"
            Remote position will guide teams, to assist in managing the entire product life cycle, champion software engineering process improvement initiatives, define/introduce industry-standard practices, and processes. BS degree required and fifteen years of exp.
        ",,
 Consultant,"
            Remote position will guide teams, to assist in managing the entire product life cycle, champion software engineering process improvement initiatives, define/introduce industry-standard practices, and processes. BS degree required and fifteen years of exp.
        ",,
 Consultant,"
            Remote position will guide teams, to assist in managing the entire product life cycle, champion software engineering process improvement initiatives, define/introduce industry-standard practices, and processes. BS degree required and fifteen years of exp.
        ",,
 Consultant,"
            Remote position will guide teams, to assist in managing the entire product life cycle, champion software engineering process improvement initiatives, define/introduce industry-standard practices, and processes. BS degree required and fifteen years of exp.
        ",,
 Consultant,"
            Remote position will guide teams, to assist in managing the entire product life cycle, champion software engineering process improvement initiatives, define/introduce industry-standard practices, and processes. BS degree required and fifteen years of exp.
        ",,
Data Engineer,"
            Full-time, remote position. Responsibilities include optimizing advertising on Amazon, managing client relationships, prioritizing tasks, and maintaining updated knowledge of the competitive landscape &amp; new features. Bachelor's degree required.
        ",,
 Consultant,"
            Full-time partial remote role. He/she will be responsible for development and delivery of custom security solutions. Will manage development of all deliverables and work products. Bachelor's degree and 1+ year of relevant experience required. 
        ",,
 Consultant,"
            Full-time partial remote role. He/she will manage the development and delivery of custom security solutions. He/she will manage development of deliverables and work products and guide junior staff. Bachelor's degree and 3+ years' experience required. 
        ",,
Software Engineer,"
            Temporarily remote role with travel required. Candidate will support managers in executing established audit methodologies, manage audit requests, and document ideas for analytical control testing. Must have exp. in the assessment of risks and controls. 
        ",,
Software Engineer,"
            Temporarily remote role with travel required. Candidate will support managers in executing established audit methodologies, manage audit requests, and document ideas for analytical control testing. Must have exp. in the assessment of risks and controls. 
        ",,
Software Engineer,"
            Temporarily remote role with travel required. Candidate will support managers in executing established audit methodologies, manage audit requests, and document ideas for analytical control testing. Must have exp. in the assessment of risks and controls. 
        ",,
Data Analyst,"
            Full-time, remote position. Duties include providing project oversight, planning, status, &amp; communications, conducting system analyses on software programs, applications, &amp; web services, and generating reports &amp; documentation. Bachelor's preferred.
        ",,
Data Scientist,"
            Full-time partial remote role will provide instructor-led classroom training to customers and partners, develop technical training content and presentations, and design Train-the-Trainer program. Travel 50%. Technical degree and 4+ years' experience req. 
        ",,
Data Scientist,"
            Full-time partial remote role will provide instructor-led classroom training to customers and partners, develop technical training content and presentations, and design Train-the-Trainer program. Travel 50%. Technical degree and 4+ years' experience req. 
        ",,
Data Scientist,"
            Full-time partial remote role will provide instructor-led classroom training to customers and partners, develop technical training content and presentations, and design Train-the-Trainer program. Travel 50%. Technical degree and 4+ years' experience req. 
        ",,
Data Scientist,"
            Full-time partial remote role will provide instructor-led classroom training to customers and partners, develop technical training content and presentations, and design Train-the-Trainer program. Travel 50%. Technical degree and 4+ years' experience req. 
        ",,
Data Scientist,"
            Full-time partial remote role will provide instructor-led classroom training to customers and partners, develop technical training content and presentations, and design Train-the-Trainer program. Travel 50%. Technical degree and 4+ years' experience req. 
        ",,
Data Scientist,"
            Full-time partial remote role will provide instructor-led classroom training to customers and partners, develop technical training content and presentations, and design Train-the-Trainer program. Travel 50%. Technical degree and 4+ years' experience req. 
        ",,
Data Scientist,"
            Full-time partial remote role will provide instructor-led classroom training to customers and partners, develop technical training content and presentations, and design Train-the-Trainer program. Travel 50%. Technical degree and 4+ years' experience req. 
        ",,
Data Scientist,"
            Full-time partial remote role will provide instructor-led classroom training to customers and partners, develop technical training content and presentations, and design Train-the-Trainer program. Travel 50%. Technical degree and 4+ years' experience req. 
        ",,
Data Engineer,"
            Work partially from home and be responsible for planning and executing email campaigns, establish BKMS for email strategies, determine email KPIs and create and present reports weekly. An undergraduate degree and 3 - 5 yrs of experience is required.
        ",,
Data Scientist,"
            Remote position will provide support to customers, look for solutions to problems/propose improvements, coordinate reporting submissions for customers, implement compliance calendars, and be a liaison. Need one year of experience. 
        ",,
Data Engineer,"
            Partial remote job with 50% travel for candidate who will sell an SaaS product to VP and C-level executives o enterprise companies. Experience selling SaaS to executive level decision makers within marketing and in the $200k+ ARR range is required.
        ",,
Data Engineer,"
            Partial remote job with 50% travel for candidate who will sell an SaaS product to VP and C-level executives o enterprise companies. Experience selling SaaS to executive level decision makers within marketing and in the $200k+ ARR range is required.
        ",,
Data Engineer,"
            Partial remote job with 50% travel for candidate who will sell an SaaS product to VP and C-level executives o enterprise companies. Experience selling SaaS to executive level decision makers within marketing and in the $200k+ ARR range is required.
        ",,
Data Engineer,"
            Partial remote job with 50% travel for candidate who will sell an SaaS product to VP and C-level executives o enterprise companies. Experience selling SaaS to executive level decision makers within marketing and in the $200k+ ARR range is required.
        ",,
Data Engineer,"
            Partial remote job with 50% travel for candidate who will sell an SaaS product to VP and C-level executives o enterprise companies. Experience selling SaaS to executive level decision makers within marketing and in the $200k+ ARR range is required.
        ",,
Data Engineer,"
            Partial remote job with 50% travel for candidate who will sell an SaaS product to VP and C-level executives o enterprise companies. Experience selling SaaS to executive level decision makers within marketing and in the $200k+ ARR range is required.
        ",,
Data Engineer,"
            Partial remote job with 50% travel for candidate who will sell an SaaS product to VP and C-level executives o enterprise companies. Experience selling SaaS to executive level decision makers within marketing and in the $200k+ ARR range is required.
        ",,
Data Engineer,"
            Partial remote job with 50% travel for candidate who will sell an SaaS product to VP and C-level executives o enterprise companies. Experience selling SaaS to executive level decision makers within marketing and in the $200k+ ARR range is required.
        ",,
Data Engineer,"
            Partial remote job with 50% travel for candidate who will sell an SaaS product to VP and C-level executives o enterprise companies. Experience selling SaaS to executive level decision makers within marketing and in the $200k+ ARR range is required.
        ",,
Data Engineer,"
            Partial remote job with 50% travel for candidate who will sell an SaaS product to VP and C-level executives o enterprise companies. Experience selling SaaS to executive level decision makers within marketing and in the $200k+ ARR range is required.
        ",,
Data Engineer,"
            Partial remote job with 50% travel for candidate who will sell an SaaS product to VP and C-level executives o enterprise companies. Experience selling SaaS to executive level decision makers within marketing and in the $200k+ ARR range is required.
        ",,
Data Engineer,"
            Partial remote job with 50% travel for candidate who will sell an SaaS product to VP and C-level executives o enterprise companies. Experience selling SaaS to executive level decision makers within marketing and in the $200k+ ARR range is required.
        ",,
Data Engineer,"
            Partial remote job with 50% travel for candidate who will sell an SaaS product to VP and C-level executives o enterprise companies. Experience selling SaaS to executive level decision makers within marketing and in the $200k+ ARR range is required.
        ",,
Data Engineer,"
            Partial remote job with 50% travel for candidate who will sell an SaaS product to VP and C-level executives o enterprise companies. Experience selling SaaS to executive level decision makers within marketing and in the $200k+ ARR range is required.
        ",,
Data Analyst,"
            Work with clients to plan and develop effective media strategy for customer outreach and business growth. Requires MS Office proficiency, strong writing skills, a bachelor's degree, and relevant experience. Full-time role with remote options. 
        ",,
Data Analyst,"
            F/T remote .NET developer needed to work in VB.NET and MS SQL to improve the application that our clients use today. 2+ years of .NET work experience, 1+ years of SQL work experience, and familiarity with WinForms development required. 
        ",,
Data Analyst,"
            The .NET developer will focus on making improvements to the company's application. Must have at least two years' experience with .NET (VB/C#) and one or more years' experience with SQL. This is an entry-level role offering the opportunity to telecommute.
        ",,
Data Analyst,"
            Work in VB.NET and MS SQL to improve the application that helps clients manage their solid waste collection and processing businesses. Must have 2+ years of .NET (VB/C#) and some SQL work experience. WFH.
        ",,
Data Analyst,"
            Work in VB.NET and MS SQL to improve the application that solid waste business clients use. Must have 2+ years of .NET (VB/C#) work experience and 1+ years of SQL work experience. Full-time, remote position.
        ",,
Data Engineer,"
            Maintain security standards across security capabilities, lead and/or drive planning, collect requirements and designs, engineer security solutions and lead implementation strategy design. Remote work is allowed during the COVID-19 pandemic.
        ",,
Data Engineer,"
            Maintain security standards across security capabilities, lead and/or drive planning, collect requirements and designs, engineer security solutions and lead implementation strategy design. Remote work is allowed during the COVID-19 pandemic.
        ",,
Data Engineer,"
            full-time, remote job. Needs five years' technical or product management experience and a bachelor's degree. Own and define the platform product strategy, define scope and prioritize roadmap, and will own and lead all aspects of an established agile team.
        ",,
Data Engineer,"
            Full-time job, some remote work.Needs three years' hands on experience in product development and excellent project management skills. identify key growth and retention triggers, drive and optimize key traffic and revenue metrics and set schedules. 
        ",,
Data Engineer,"
            The manager will develop &amp; lead an engineering team, provide technical guidance, support cross-organizational initiatives, &amp; improve processes. Must have successful exp. in leading software &amp; systems engineers. This is a remote role until further notice.
        ",,
Data Engineer,"
            Full-time position. Will prioritize and measure performance, identify solutions, monitor progress and adhere to policies. Bachelor's degree and 5+ years' related experience required. Remote during pandemic. 
        ",,
Software Engineer,"
            Developer needed for a flexible, remote option position requiring six+ years' RPA experience, a tech-focused BA/BS, three+ years' programming experience, and familiarity with Agile methods. Will write code, conduct tests, troubleshoot issues. 
        ",,
Data Engineer,"
            Oversee the execution of clinical trials. Ensure regulatory adherence &amp; effective practices. Requires a BA/BS degree, MS Office proficiency, strong communication skills, and 5+ yrs' exp. Full-time, partly WFH role with regular travel &amp; site visits.
        ",,
Data Engineer,"
            Oversee the execution of clinical trials. Ensure regulatory adherence &amp; effective practices. Requires a BA/BS degree, MS Office proficiency, strong communication skills, and 5+ yrs' exp. Full-time, partly WFH role with regular travel &amp; site visits.
        ",,
Software Engineer,"
            Role with the option to work remotely for a software developer. Will define and execute test automation requirements, develop and implement test automation framework and solutions, analyze applications, and track defects. Need a BA/BS and four years' exp.
        ",,
Data Scientist,"
            Provide intuitive client support and service delivery. Mitigate account issues. Requires a BA/BS degree, MS Office skills, and 5-7 years' related experience. PM certification is desired. Full-time, partly remote role with benefits &amp; some travel.
        ",,
Data Engineer,"
            Full-time, partially remote position. Duties include working with product &amp; engineering teams to design, build, &amp; maintain systems &amp; software, writing software layers, scripts, &amp; deployment frameworks, and troubleshooting issues. Bachelor's required.
        ",,
Data Engineer,"
            Full-time, temporary position. Will maintain documentation, adhere to requirements, participate in conference meetings and assist with benefits establishment. Bachelor's degree and 1+ years' related experience required.
        ",,
Data Engineer,"
            Seeking candidate with BA/BS degree and seven years' exp. working for a tech-focused company to architect and implement new software component designs or enhancements to existing software products and ensure performance scalability. Optional remote job.
        ",,
Data Engineer,"
            Cloud services senior software engineer needed for a full-time opportunity. This position offers option for remote work. Workflow automation experience and bachelor's degree in a related field, certification, or equivalent work history required.
        ",,
Data Engineer,"
            Cloud services senior software engineer needed for a full-time opportunity. This position offers option for remote work. Workflow automation experience and bachelor's degree in a related field, certification, or equivalent work history required.
        ",,
Data Engineer,"
            Partial remote position will partner with sales team as a technical advisor/advocate for the platform, solve customer challenges, participate in the pipeline, quarterly business reviews, act as a trusted advisor. BA/BS degree required and five years exp.
        ",,
Data Engineer,"
            Partial remote position will partner with sales team as a technical advisor/advocate for the platform, solve customer challenges, participate in the pipeline, quarterly business reviews, act as a trusted advisor. BA/BS degree required and five years exp.
        ",,
Data Engineer,"
            Develop stories based on architectural and design requirements, create features/functions, and deliver well-documented code. Must have 2+ years' software engineering experience and a bachelor's degree or equivalent experience. Remote options.
        ",,
Data Engineer,"
            Will orchestrate the deployment/upgrades, product deployment, configuration management, system monitoring, online diagnosis, provide on-premise service to enterprise customers, and facilitate upgrades. BA degree required and three years of experience.  
        ",,
Data Scientist,"
            Help develop highly technical courses with extensive hands-on labs (HOLs), and self-paced labs, that get customers deep into AWS technologies. Must have a bachelor's degree and 5+ years of experience in software development. WFH with travel.
        ",,
Data Scientist,"
            Help develop highly technical courses with extensive hands-on labs (HOLs), and self-paced labs, that get customers deep into AWS technologies. Must have a bachelor's degree and 5+ years of experience in software development. WFH with travel.
        ",,
Data Scientist,"
            Help develop highly technical courses with extensive hands-on labs (HOLs), and self-paced labs, that get customers deep into AWS technologies. Must have a bachelor's degree and 5+ years of experience in software development. WFH with travel.
        ",,
Data Scientist,"
            Help develop highly technical courses with extensive hands-on labs (HOLs), and self-paced labs, that get customers deep into AWS technologies. Must have a bachelor's degree and 5+ years of experience in software development. WFH with travel.
        ",,
Data Scientist,"
            Help develop highly technical courses with extensive hands-on labs (HOLs), and self-paced labs, that get customers deep into AWS technologies. Must have a bachelor's degree and 5+ years of experience in software development. WFH with travel.
        ",,
Data Scientist,"
            Help develop highly technical courses with extensive hands-on labs (HOLs), and self-paced labs, that get customers deep into AWS technologies. Must have a bachelor's degree and 5+ years of experience in software development. WFH with travel.
        ",,
Data Scientist,"
            Help develop highly technical courses with extensive hands-on labs (HOLs), and self-paced labs, that get customers deep into AWS technologies. Must have a bachelor's degree and 5+ years of experience in software development. WFH with travel.
        ",,
Data Scientist,"
            Help develop highly technical courses with extensive hands-on labs (HOLs), and self-paced labs, that get customers deep into AWS technologies. Must have a bachelor's degree and 5+ years of experience in software development. WFH with travel.
        ",,
Data Scientist,"
            Help develop highly technical courses with extensive hands-on labs (HOLs), and self-paced labs, that get customers deep into AWS technologies. Must have a bachelor's degree and 5+ years of experience in software development. WFH with travel.
        ",,
Data Scientist,"
            Help develop highly technical courses with extensive hands-on labs (HOLs), and self-paced labs, that get customers deep into AWS technologies. Must have a bachelor's degree and 5+ years of experience in software development. WFH with travel.
        ",,
Data Scientist,"
            Help develop highly technical courses with extensive hands-on labs (HOLs), and self-paced labs, that get customers deep into AWS technologies. Must have a bachelor's degree and 5+ years of experience in software development. WFH with travel.
        ",,
Data Scientist,"
            Help develop highly technical courses with extensive hands-on labs (HOLs), and self-paced labs, that get customers deep into AWS technologies. Must have a bachelor's degree and 5+ years of experience in software development. WFH with travel.
        ",,
Data Scientist,"
            Help develop highly technical courses with extensive hands-on labs (HOLs), and self-paced labs, that get customers deep into AWS technologies. Must have a bachelor's degree and 5+ years of experience in software development. WFH with travel.
        ",,
Data Scientist,"
            Help develop highly technical courses with extensive hands-on labs (HOLs), and self-paced labs, that get customers deep into AWS technologies. Must have a bachelor's degree and 5+ years of experience in software development. WFH with travel.
        ",,
Data Scientist,"
            Help develop highly technical courses with extensive hands-on labs (HOLs), and self-paced labs, that get customers deep into AWS technologies. Must have a bachelor's degree and 5+ years of experience in software development. WFH with travel.
        ",,
Data Scientist,"
            Help develop highly technical courses with extensive hands-on labs (HOLs), and self-paced labs, that get customers deep into AWS technologies. Must have a bachelor's degree and 5+ years of experience in software development. WFH with travel.
        ",,
Data Scientist,"
            Help develop highly technical courses with extensive hands-on labs (HOLs), and self-paced labs, that get customers deep into AWS technologies. Must have a bachelor's degree and 5+ years of experience in software development. WFH with travel.
        ",,
Data Engineer,"
            Ensure that services meet and exceed SLAs and are designed and built for scale and growth. Must have a bachelor's degree and experience developing, managing, and troubleshooting highly available distributed systems. WFH with flex hours.
        ",,
Data Engineer,"
            Ensure that services meet and exceed SLAs and are designed and built for scale and growth. Must have a bachelor's degree and experience developing, managing, and troubleshooting highly available distributed systems. WFH with flex hours.
        ",,
Data Engineer,"
            Ensure that services meet and exceed SLAs and are designed and built for scale and growth. Must have a bachelor's degree and experience developing, managing, and troubleshooting highly available distributed systems. WFH with flex hours.
        ",,
Data Engineer,"
            Ensure that services meet and exceed SLAs and are designed and built for scale and growth. Must have a bachelor's degree and experience developing, managing, and troubleshooting highly available distributed systems. WFH with flex hours.
        ",,
Data Engineer,"
            Ensure that services meet and exceed SLAs and are designed and built for scale and growth. Must have a bachelor's degree and experience developing, managing, and troubleshooting highly available distributed systems. WFH with flex hours.
        ",,
Data Engineer,"
            Ensure that services meet and exceed SLAs and are designed and built for scale and growth. Must have a bachelor's degree and experience developing, managing, and troubleshooting highly available distributed systems. WFH with flex hours.
        ",,
Data Engineer,"
            Ensure that services meet and exceed SLAs and are designed and built for scale and growth. Must have a bachelor's degree and experience developing, managing, and troubleshooting highly available distributed systems. WFH with flex hours.
        ",,
Data Engineer,"
            Ensure that services meet and exceed SLAs and are designed and built for scale and growth. Must have a bachelor's degree and experience developing, managing, and troubleshooting highly available distributed systems. WFH with flex hours.
        ",,
Data Engineer,"
            Ensure that services meet and exceed SLAs and are designed and built for scale and growth. Must have a bachelor's degree and experience developing, managing, and troubleshooting highly available distributed systems. WFH with flex hours.
        ",,
Data Engineer,"
            Ensure that services meet and exceed SLAs and are designed and built for scale and growth. Must have a bachelor's degree and experience developing, managing, and troubleshooting highly available distributed systems. WFH with flex hours.
        ",,
